Time	UpLink(kbps)	Downlink(kbps)	Payload(Bytes)	SampleTime(ms)	DurationTime(ms)	UploadData(MB)	DownloadData(MB)	Network_Type	GSM_SS	
1354409066	1324.56	3910.56	1357	1600	16000	2.590	10.471	15	14	
1354409109	1220.08	4228.74	1357	1600	16000	2.388	11.012	15	15	
1354409152	1243.01	3653.00	1357	1600	16000	2.423	10.295	15	14	
1354409195	1219.44	3975.34	1357	1600	16000	2.370	10.798	15	14	
1354409237	1208.64	4180.77	1357	1600	16000	2.375	11.049	15	14	
1354409280	1287.54	3747.86	1357	1600	16000	2.518	9.698	15	15	
1354409323	1267.98	3868.57	1357	1600	16000	2.565	10.184	15	14	
1354409366	1262.20	3955.75	1357	1600	16000	2.451	10.836	15	14	
1354409409	1172.84	4162.59	1357	1600	16000	2.322	11.337	15	14	
1354409452	1067.36	3481.71	1357	1600	16000	2.131	8.830	15	14	
1354409499	1272.10	1509.68	1357	1600	16000	2.507	5.004	15	14	
1354409548	1012.88	1549.80	1357	1600	16000	2.003	5.619	15	14	
1354409595	1045.94	1533.17	1357	1600	16000	2.037	5.547	15	14	
1354409639	1041.36	2260.40	1357	1600	16000	2.054	7.558	15	14	
1354409683	1102.90	2201.74	1357	1600	16000	2.197	6.375	15	14	
1354409726	1273.01	4053.47	1357	1600	16000	2.449	10.826	15	14	
1354409770	1081.88	2176.89	1357	1600	16000	2.093	6.343	15	14	
1354409814	1081.28	2306.94	1357	1600	16000	2.141	6.432	15	14	
1354409858	1064.08	2012.34	1357	1600	16000	2.086	5.914	15	14	
1354409905	1043.42	2166.94	1357	1600	16000	2.055	6.596	15	14	
1354409950	1021.80	2089.08	1357	1600	16000	1.964	6.343	15	14	
1354409997	1089.89	2192.89	1357	1600	16000	2.175	6.915	15	14	
1354410042	1091.52	2164.92	1357	1600	16000	2.125	6.444	15	14	
1354410087	1052.50	2079.83	1357	1600	16000	2.040	6.008	15	14	
1354410130	1087.76	1892.08	1357	1600	16000	2.214	5.537	15	14	
1354410175	1111.32	1684.80	1357	1600	16000	2.185	5.019	15	14	
1354410221	1148.69	1896.81	1357	1600	16000	2.217	5.735	15	14	
1354410266	1038.02	1796.00	1357	1600	16000	2.029	5.386	15	14	
1354410311	1082.35	1886.90	1357	1600	16000	2.100	5.579	15	14	
1354410357	1098.53	1789.53	1357	1600	16000	2.163	5.532	15	14	
1354410405	1090.46	1707.84	1357	1600	16000	2.147	5.894	15	14	
1354410449	1043.94	1953.14	1357	1600	16000	2.116	5.577	15	14	
1354410495	1080.74	2123.76	1357	1600	16000	2.108	6.524	15	14	
1354410541	1069.32	1953.40	1357	1600	16000	2.128	6.075	15	14	
1354410586	1067.36	1947.38	1357	1600	16000	2.102	6.023	15	14	
1354410631	1130.49	1952.59	1357	1600	16000	2.194	5.924	15	14	
1354410676	1130.50	2144.82	1357	1600	16000	2.212	6.281	15	14	
1354410721	1092.06	2171.39	1357	1600	16000	2.119	6.365	15	14	
1354410766	1019.77	1853.22	1357	1600	16000	2.063	5.581	15	14	
1354410811	1031.10	1896.22	1357	1600	16000	2.062	5.532	15	14	
1354410856	999.68	2030.88	1357	1600	16000	1.944	5.993	15	14	
1354410901	995.26	1846.99	1357	1600	16000	1.950	5.467	15	14	
1354410946	933.90	2162.89	1357	1600	16000	1.876	6.452	15	14	
1354410992	954.38	1969.00	1357	1600	16000	1.879	5.976	15	14	
1354411037	1078.55	1908.02	1357	1600	16000	2.049	5.847	15	14	
1354411082	1104.45	1874.43	1357	1600	16000	2.137	5.319	15	14	
1354411126	1077.52	2052.86	1357	1600	16000	2.095	5.926	15	14	
1354411174	1088.32	1777.34	1357	1600	16000	2.117	5.552	15	14	
1354411219	1132.30	3445.16	1357	1600	16000	2.302	9.683	15	14	
1354411261	1148.42	3518.60	1357	1600	16000	2.260	9.343	15	14	
1354411305	1153.52	3479.65	1357	1600	16000	2.306	9.402	15	14	
1354411351	1089.94	3451.53	1357	1600	16000	2.120	9.502	15	14	
1354411397	1136.47	1429.60	1357	1600	16000	2.230	4.421	15	14	
1354411440	1192.56	3549.00	1357	1600	16000	2.315	9.293	15	14	
1354411483	1190.62	3601.00	1357	1600	16000	2.361	9.303	15	14	
1354411525	1162.76	3544.42	1357	1600	16000	2.300	9.427	15	14	
1354411568	1220.08	3739.62	1357	1600	16000	2.393	9.985	15	14	
1354411610	1248.92	3559.43	1357	1600	16000	2.428	9.549	15	14	
1354411653	1205.02	3412.60	1357	1600	16000	2.353	8.936	15	15	
1354411695	1315.71	3502.40	1357	1600	16000	2.566	9.145	15	14	
1354411738	1422.14	3942.14	1357	1600	16000	2.799	10.285	15	14	
1354411781	1397.46	3778.28	1357	1600	16000	2.669	10.263	15	14	
1354411823	1295.36	3804.24	1357	1600	16000	2.540	10.213	15	14	
1354411866	1352.33	3948.39	1357	1600	16000	2.583	10.275	15	14	
1354411909	1213.89	3587.10	1357	1600	16000	2.355	9.212	15	14	
1354411953	1305.74	3910.56	1357	1600	16000	2.571	10.285	15	14	
1354411995	1294.56	3924.77	1357	1600	16000	2.568	10.243	15	14	
1354412038	1316.51	3955.75	1357	1600	16000	2.481	10.667	15	14	
1354412081	1378.46	3973.03	1357	1600	16000	2.709	10.846	15	14	
1354412123	1316.66	4017.00	1357	1600	16000	2.596	10.744	15	15	
1354412166	1327.20	4184.70	1357	1600	16000	2.574	10.972	15	14	
1354412208	1317.82	4209.37	1357	1600	16000	2.569	10.913	15	14	
1354412251	1234.12	4115.99	1357	1600	16000	2.410	11.138	15	14	
1354412293	1241.61	3679.00	1357	1600	16000	2.392	9.464	15	14	
1354412336	1366.52	3961.29	1357	1600	16000	2.659	10.508	15	14	
1354412379	1285.15	3916.21	1357	1600	16000	2.495	9.859	15	15	
1354412422	1246.82	3637.73	1357	1600	16000	2.441	10.050	15	14	
1354412465	1227.16	3900.00	1357	1600	16000	2.472	10.427	15	14	
1354412508	1286.44	3663.71	1357	1600	16000	2.508	9.938	15	14	
1354412551	1286.08	3752.31	1357	1600	16000	2.434	9.836	15	15	
1354412594	1314.76	3953.29	1357	1600	16000	2.560	10.893	15	14	
1354412637	1294.05	3947.07	1357	1600	16000	2.498	10.541	15	14	
1354412679	1376.49	3585.19	1357	1600	16000	2.656	9.390	15	14	
1354412722	1384.04	3662.97	1357	1600	16000	2.676	10.032	15	15	
1354412764	1367.14	3991.00	1357	1600	16000	2.676	10.498	15	14	
1354412807	1402.14	3672.11	1357	1600	16000	2.737	9.916	15	15	
1354412850	1290.57	3744.51	1357	1600	16000	2.534	10.131	15	14	
1354412893	1388.75	3916.97	1357	1600	16000	2.713	10.459	15	15	
1354412936	1264.48	3904.04	1357	1600	16000	2.588	10.250	15	14	
1354412978	1334.14	3994.54	1357	1600	16000	2.608	10.464	15	14	
1354413021	1482.82	3887.00	1357	1600	16000	2.781	10.655	15	14	
1354413064	1301.84	4069.28	1357	1600	16000	2.535	11.076	15	15	
1354413106	1329.51	3941.05	1357	1600	16000	2.539	10.503	15	14	
1354413148	1301.20	4187.16	1357	1600	16000	2.564	10.717	15	14	
1354413191	1252.61	4328.47	1357	1600	16000	2.460	11.019	15	14	
1354413233	1302.94	4048.76	1357	1600	16000	2.527	10.263	15	14	
1354413276	1319.14	3940.20	1357	1600	16000	2.552	10.493	15	14	
1354413318	1318.00	4110.72	1357	1600	16000	2.570	10.722	15	15	
1354413361	1330.08	3989.57	1357	1600	16000	2.614	10.650	15	14	
1354413404	1281.12	4069.00	1357	1600	16000	2.531	10.712	15	14	
1354413446	1364.42	4158.74	1357	1600	16000	2.632	10.751	15	14	
1354413489	1285.75	4139.37	1357	1600	16000	2.521	11.156	15	14	
1354413532	1233.88	3866.75	1357	1600	16000	2.420	10.208	15	14	
1354413574	1268.26	4116.13	1357	1600	16000	2.473	10.846	15	14	
1354413617	1368.49	4004.24	1357	1600	16000	2.577	10.146	15	14	
1354413660	1301.64	3939.00	1357	1600	16000	2.539	10.516	15	15	
1354413702	1347.55	3890.27	1357	1600	16000	2.687	10.065	15	14	
1354413747	1248.87	2994.30	1357	1600	16000	2.428	9.489	15	14	
1354413790	1295.60	3930.61	1357	1600	16000	2.557	10.546	15	14	
1354413832	1335.50	4084.64	1357	1600	16000	2.587	10.392	15	15	
1354413876	1337.54	3895.13	1357	1600	16000	2.535	10.702	15	15	
1354413918	1255.06	3818.29	1357	1600	16000	2.367	9.973	15	14	
1354413960	1304.42	3901.22	1357	1600	16000	2.591	10.360	15	15	
1354414003	1248.68	4041.22	1357	1600	16000	2.434	10.853	15	14	
1354414045	1250.96	3941.80	1357	1600	16000	2.436	10.424	15	15	
1354414088	1257.80	3870.07	1357	1600	16000	2.446	10.404	15	15	
1354414131	1371.91	4074.36	1357	1600	16000	2.700	10.898	15	15	
1354414174	1308.49	4011.99	1357	1600	16000	2.560	11.014	15	14	
1354414218	1332.65	3976.09	1357	1600	16000	2.698	10.704	15	14	
1354414260	1327.99	3978.00	1357	1600	16000	2.562	10.526	15	14	
1354414303	1311.13	4037.95	1357	1600	16000	2.564	10.945	15	14	
1354414346	1313.74	4095.00	1357	1600	16000	2.641	10.798	15	14	
1354414388	1357.00	4213.14	1357	1600	16000	2.618	11.039	15	14	
1354414431	1165.86	3988.51	1357	1600	16000	2.381	10.848	15	14	
1354414473	1321.14	3705.00	1357	1600	16000	2.583	10.221	15	15	
1354414516	1297.80	3929.89	1357	1600	16000	2.537	10.489	15	15	
1354414558	1286.72	4158.70	1357	1600	16000	2.499	10.771	15	14	
1354414602	1321.24	4100.31	1357	1600	16000	2.583	11.111	15	14	
1354414644	1270.50	4141.82	1357	1600	16000	2.458	10.970	15	15	
1354414686	1269.86	4261.34	1357	1600	16000	2.458	10.999	15	14	
1354414728	1362.42	4169.10	1357	1600	16000	2.687	10.677	15	14	
1354414771	1270.15	4002.48	1357	1600	16000	2.419	10.414	15	15	
1354414814	1293.67	3696.35	1357	1600	16000	2.547	10.793	15	14	
1354414856	1271.80	4258.68	1357	1600	16000	2.455	11.468	15	14	
1354414899	1325.64	4180.77	1357	1600	16000	2.609	11.061	15	14	
1354414942	1296.24	4287.32	1357	1600	16000	2.477	11.535	15	14	
1354414984	1313.75	4362.21	1357	1600	16000	2.524	11.203	15	14	
1354415026	1269.86	4240.40	1357	1600	16000	2.486	10.836	15	14	
1354415069	1224.26	4065.39	1357	1600	16000	2.460	10.679	15	14	
1354415112	1223.68	4169.12	1357	1600	16000	2.472	10.984	15	14	
1354415154	1278.77	4131.42	1357	1600	16000	2.454	10.523	15	15	
1354415197	1276.53	3784.12	1357	1600	16000	2.552	9.916	15	15	
1354415239	1308.73	4053.47	1357	1600	16000	2.559	10.493	15	15	
1354415282	1313.58	4180.77	1357	1600	16000	2.534	10.885	15	14	
1354415325	1273.03	4217.09	1357	1600	16000	2.463	11.408	15	15	
1354415368	1211.00	4240.54	1357	1600	16000	2.424	11.195	15	15	
1354415410	1248.88	4241.28	1357	1600	16000	2.477	10.977	15	14	
1354415453	1313.74	3984.08	1357	1600	16000	2.530	10.843	15	14	
1354415496	1276.22	3694.06	1357	1600	16000	2.485	9.286	15	14	
1354415538	1295.00	4388.51	1357	1600	16000	2.516	11.480	15	14	
1354415580	1259.84	3799.59	1357	1600	16000	2.471	9.018	15	14	
1354415623	1244.71	4027.90	1357	1600	16000	2.423	10.997	15	15	
1354415666	1228.78	4179.38	1357	1600	16000	2.335	11.086	15	14	
1354415708	1253.04	4152.21	1357	1600	16000	2.395	11.079	15	14	
1354415750	1315.23	4364.92	1357	1600	16000	2.511	11.277	15	14	
1354415793	1275.89	4152.20	1357	1600	16000	2.498	10.749	15	14	
1354415836	1328.22	4191.14	1357	1600	16000	2.649	11.329	15	14	
1354415878	1245.15	4211.68	1357	1600	16000	2.441	10.989	15	14	
1354415920	1273.71	4267.52	1357	1600	16000	2.527	11.034	15	14	
1354415963	1283.24	4281.97	1357	1600	16000	2.529	11.094	15	14	
1354416006	1302.93	4270.28	1357	1600	16000	2.493	11.456	15	14	
1354416048	1352.29	4129.03	1357	1600	16000	2.654	10.932	15	14	
1354416091	1327.30	4303.00	1357	1600	16000	2.533	11.446	15	14	
1354416133	1369.86	4238.94	1357	1600	16000	2.636	11.133	15	14	
1354416175	1458.93	4105.43	1357	1600	16000	2.798	10.965	15	15	
1354416217	1351.66	4233.68	1357	1600	16000	2.605	11.081	15	15	
1354416260	1327.56	4198.76	1357	1600	16000	2.562	11.029	15	14	
1354416303	1284.80	4077.42	1357	1600	16000	2.503	11.039	15	15	
1354416345	1370.54	3978.57	1357	1600	16000	2.623	10.612	15	14	
1354416387	1320.08	4291.14	1357	1600	16000	2.538	11.014	15	15	
1354416430	1373.16	4084.79	1357	1600	16000	2.694	10.474	15	14	
1354416472	1440.30	2729.35	1357	1600	16000	2.700	8.788	15	14	
1354416514	1432.99	3958.56	1357	1600	16000	2.679	10.365	15	14	
1354416557	1376.50	4152.26	1357	1600	16000	2.671	10.895	15	15	
1354416599	1340.79	3726.34	1357	1600	16000	2.588	9.521	15	14	
1354416642	1369.81	4100.68	1357	1600	16000	2.703	10.982	15	14	
1354416684	1326.13	3937.64	1357	1600	16000	2.544	10.320	15	15	
1354416726	1327.33	4115.86	1357	1600	16000	2.599	10.712	15	14	
1354416769	1508.34	3901.61	1357	1600	16000	2.879	10.412	15	14	
1354416812	1375.22	4106.27	1357	1600	16000	2.678	11.170	15	14	
1354416855	1404.27	3900.80	1357	1600	16000	2.746	10.615	15	14	
1354416897	1439.54	4153.53	1357	1600	16000	2.768	10.846	15	15	
1354416940	1429.42	3845.60	1357	1600	16000	2.745	9.740	15	14	
1354416982	1424.72	4090.88	1357	1600	16000	2.751	10.588	15	14	
1354417025	1375.88	3950.84	1357	1600	16000	2.705	10.727	15	14	
1354417067	1469.52	4028.31	1357	1600	16000	2.868	10.550	15	14	
1354417109	1410.78	3960.05	1357	1600	16000	2.738	10.427	15	14	
1354417151	1465.12	4123.69	1357	1600	16000	2.865	10.855	15	14	
1354417195	1409.87	3739.33	1357	1600	16000	2.812	10.045	15	14	
1354417238	1454.32	3934.79	1357	1600	16000	2.865	10.813	15	14	
1354417280	1469.11	4137.95	1357	1600	16000	2.833	10.694	15	14	
1354417322	1480.60	3914.24	1357	1600	16000	2.808	10.097	15	14	
1354417367	1505.97	2970.54	1357	1600	16000	2.852	9.390	15	14	
1354417409	1486.67	3678.21	1357	1600	16000	2.873	9.839	15	14	
1354417452	1403.04	3783.00	1357	1600	16000	2.723	10.169	15	15	
1354417495	1427.72	3555.33	1357	1600	16000	2.781	9.569	15	14	
1354417537	1522.30	3717.06	1357	1600	16000	2.921	9.544	15	14	
1354417579	1461.80	3708.73	1357	1600	16000	2.852	9.906	15	14	
1354417622	1453.25	3704.64	1357	1600	16000	2.854	10.102	15	15	
1354417665	1486.74	3558.49	1357	1600	16000	2.905	9.323	15	14	
1354417707	1488.23	3752.31	1357	1600	16000	2.882	9.988	15	15	
1354417751	1347.55	3637.73	1357	1600	16000	2.703	9.955	15	14	
1354417793	1465.12	3557.21	1357	1600	16000	2.873	9.502	15	15	
1354417836	1415.06	3636.45	1357	1600	16000	2.855	10.003	15	14	
1354417879	1425.86	3587.10	1357	1600	16000	2.758	10.005	15	14	
1354417922	1419.06	3412.60	1357	1600	16000	2.754	9.172	15	15	
1354417965	1442.40	3617.96	1357	1600	16000	2.776	9.931	15	14	
1354418009	1451.80	3594.26	1357	1600	16000	2.786	9.536	15	14	
1354418051	1403.03	3741.94	1357	1600	16000	2.735	10.035	15	14	
1354418094	1361.70	3916.21	1357	1600	16000	2.617	10.605	15	14	
1354418137	1292.08	3849.48	1357	1600	16000	2.505	10.389	15	14	
1354418179	1347.53	3497.00	1357	1600	16000	2.636	9.343	15	14	
1354418222	1453.98	3895.13	1357	1600	16000	2.779	10.436	15	14	
1354418265	1477.41	3780.64	1357	1600	16000	2.845	9.469	15	14	
1354418308	1389.50	3650.72	1357	1600	16000	2.784	9.437	15	14	
1354418350	1399.55	3732.34	1357	1600	16000	2.751	9.903	15	14	
1354418393	1396.92	3872.48	1357	1600	16000	2.720	10.459	15	14	
1354418436	1322.07	3887.88	1357	1600	16000	2.675	10.233	15	14	
1354418479	1400.07	3831.24	1357	1600	16000	2.812	9.779	15	14	
1354418521	1323.10	3849.70	1357	1600	16000	2.590	9.960	15	14	
1354418563	1300.12	3825.40	1357	1600	16000	2.477	9.908	15	14	
1354418606	1290.83	3328.00	1357	1600	16000	2.472	9.021	15	14	
1354418650	1339.38	3514.21	1357	1600	16000	2.622	9.549	15	14	
1354418693	1316.04	3692.00	1357	1600	16000	2.540	10.089	15	14	
1354418735	1266.98	3688.86	1357	1600	16000	2.449	9.673	15	14	
1354418779	1294.07	3732.34	1357	1600	16000	2.477	10.057	15	14	
1354418821	1271.76	3715.68	1357	1600	16000	2.460	9.988	15	14	
1354418864	1207.42	3679.00	1357	1600	16000	2.341	9.883	15	14	
1354418907	1233.27	3575.00	1357	1600	16000	2.372	9.469	15	14	
1354418949	1281.61	3935.97	1357	1600	16000	2.463	10.010	15	14	
1354418991	1259.30	4043.45	1357	1600	16000	2.515	10.186	15	15	
1354419034	1227.76	3869.16	1357	1600	16000	2.377	10.427	15	14	
1354419077	1197.88	3861.39	1357	1600	16000	2.368	10.672	15	14	
1354419121	1261.32	4037.95	1357	1600	16000	2.302	10.868	15	14	
1354419164	1274.01	3687.39	1357	1600	16000	2.414	9.965	15	14	
1354419206	1188.99	4193.55	1357	1600	16000	2.346	10.655	15	14	
1354419250	1184.10	4102.87	1357	1600	16000	2.390	10.801	15	15	
1354419292	1210.40	3978.00	1357	1600	16000	2.344	10.565	15	15	
1354419335	1215.22	4154.82	1357	1600	16000	2.344	7.999	15	14	
1354419377	1245.16	4297.63	1357	1600	16000	2.397	11.478	15	15	
1354419420	1186.36	4294.95	1357	1600	16000	2.349	10.970	15	14	
1354419463	1164.89	3978.00	1357	1600	16000	2.276	10.915	15	14	
1354419505	1192.96	4102.87	1357	1600	16000	2.306	10.677	15	14	
1354419548	1220.61	3933.04	1357	1600	16000	2.373	10.461	15	14	
1354419591	1234.98	4118.68	1357	1600	16000	2.478	10.754	15	14	
1354419634	1215.16	4349.56	1357	1600	16000	2.373	11.168	15	15	
1354419676	1301.01	4381.00	1357	1600	16000	2.439	11.547	15	14	
1354419718	1121.35	4404.25	1357	1600	16000	2.179	11.783	15	15	
1354419760	1149.28	4563.17	1357	1600	16000	2.226	11.522	15	14	
1354419803	1193.09	4362.55	1357	1600	16000	2.322	11.547	15	14	
1354419846	1224.64	4404.25	1357	1600	16000	2.354	11.780	15	14	
1354419888	1198.98	4540.30	1357	1600	16000	2.332	12.085	15	14	
1354419930	1181.16	4485.42	1357	1600	16000	2.315	11.371	15	15	
1354419973	1176.81	4521.17	1357	1600	16000	2.287	12.016	15	14	
1354420015	1200.84	4464.06	1357	1600	16000	2.300	11.386	15	14	
1354420057	1207.41	4334.72	1357	1600	16000	2.388	10.972	15	14	
1354420099	1228.38	4134.02	1357	1600	16000	2.371	10.573	15	14	
1354420143	1263.83	3702.90	1357	1600	16000	2.551	10.550	15	14	
1354420186	1224.28	4268.32	1357	1600	16000	2.471	11.366	15	14	
1354420229	1174.94	3823.05	1357	1600	16000	2.317	9.440	15	14	
1354420271	1192.97	4179.04	1357	1600	16000	2.326	10.796	15	14	
1354420314	1182.12	4089.89	1357	1600	16000	2.309	10.667	15	14	
1354420356	1182.81	4085.04	1357	1600	16000	2.326	10.409	15	14	
1354420398	1256.79	4318.20	1357	1600	16000	2.424	11.418	15	14	
1354420440	1260.45	4571.70	1357	1600	16000	2.415	11.726	15	14	
1354420482	1245.33	4586.28	1357	1600	16000	2.412	11.974	15	14	
1354420525	1259.30	4453.43	1357	1600	16000	2.507	11.518	15	14	
1354420567	1178.14	4514.13	1357	1600	16000	2.170	11.927	15	14	
1354420609	1218.74	4285.80	1357	1600	16000	2.375	11.118	15	14	
1354420651	1230.92	4158.72	1357	1600	16000	2.405	9.854	15	14	
1354420693	1187.54	4339.29	1357	1600	16000	2.320	11.458	15	15	
1354420735	1193.13	4244.36	1357	1600	16000	2.350	10.903	15	14	
1354420778	1167.14	4453.43	1357	1600	16000	2.292	11.639	15	14	
1354420820	1181.64	4404.49	1357	1600	16000	2.260	11.354	15	14	
1354420862	1041.13	4553.92	1357	1600	16000	2.007	11.624	15	13	
1354420904	978.11	4514.08	1357	1600	16000	1.944	11.738	15	14	
1354420946	1047.92	4437.25	1357	1600	16000	2.016	11.247	15	13	
1354420989	1051.24	4459.00	1357	1600	16000	1.988	11.604	15	14	
1354421031	1043.10	4378.26	1357	1600	16000	2.036	11.116	15	14	
1354421074	1036.22	4480.14	1357	1600	16000	2.003	11.513	15	14	
1354421116	1071.07	4711.02	1357	1600	16000	2.090	12.056	15	14	
1354421159	1096.82	4131.42	1357	1600	16000	2.139	11.066	15	13	
1354421201	1107.23	4638.10	1357	1600	16000	2.117	12.018	15	14	
1354421243	1115.94	4172.97	1357	1600	16000	2.120	8.133	15	14	
1354421285	1078.05	4781.57	1357	1600	16000	2.069	12.051	15	14	
1354421327	1061.90	4430.76	1357	1600	16000	2.063	11.644	15	14	
1354421370	1080.26	4488.70	1357	1600	16000	2.076	11.661	15	14	
1354421411	1066.30	4518.61	1357	1600	16000	2.064	11.520	15	14	
1354421455	1093.68	4453.43	1357	1600	16000	2.150	11.830	15	14	
1354421497	1081.27	4493.39	1357	1600	16000	2.068	11.156	15	13	
1354421539	1093.72	4584.02	1357	1600	16000	2.129	11.364	15	14	
1354421582	1124.68	4391.26	1357	1600	16000	2.196	11.726	15	14	
1354421624	1121.93	4449.58	1357	1600	16000	2.147	11.369	15	14	
1354421667	1059.14	4658.27	1357	1600	16000	2.091	12.281	15	13	
1354421710	1120.26	4271.31	1357	1600	16000	2.219	11.217	15	14	
1354421753	1085.60	4385.78	1357	1600	16000	2.086	11.651	15	14	
1354421796	1381.38	4261.34	1357	1600	16000	2.652	11.260	15	14	
1354421837	1402.32	4326.86	1357	1600	16000	2.703	11.069	15	14	
1354421880	1223.04	3592.02	1357	1600	16000	2.367	9.586	15	13	
1354421922	1105.53	4303.18	1357	1600	16000	2.159	10.843	15	13	
1354421965	1339.45	4198.88	1357	1600	16000	2.622	11.123	15	14	
1354422007	1381.16	4458.07	1357	1600	16000	2.700	11.619	15	14	
1354422049	1309.65	4412.96	1357	1600	16000	2.468	11.014	15	14	
1354422091	1304.24	4162.60	1357	1600	16000	2.533	11.081	15	14	
1354422133	1290.44	4495.03	1357	1600	16000	2.503	11.612	15	14	
1354422175	1265.08	4497.65	1357	1600	16000	2.476	11.602	15	14	
1354422219	1393.84	4248.07	1357	1600	16000	2.735	11.575	15	14	
1354422261	1240.54	4375.53	1357	1600	16000	2.424	11.634	15	14	
1354422304	1254.88	4391.26	1357	1600	16000	2.443	11.783	15	15	
1354422346	1392.74	4450.22	1357	1600	16000	2.758	11.594	15	14	
1354422388	1253.84	4323.09	1357	1600	16000	2.477	11.783	15	15	
1354422431	1344.80	4368.82	1357	1600	16000	2.588	11.027	15	15	
1354422472	1340.12	4373.82	1357	1600	16000	2.578	11.190	15	14	
1354422515	1325.92	4306.38	1357	1600	16000	2.582	11.284	15	14	
1354422557	1151.55	4288.66	1357	1600	16000	2.472	11.170	15	14	
1354422600	1160.63	4496.58	1357	1600	16000	2.311	11.332	15	14	
1354422642	1119.73	4641.00	1357	1600	16000	2.175	12.271	15	14	
1354422685	1290.84	4287.32	1357	1600	16000	2.513	11.515	15	14	
1354422727	1242.85	4557.29	1357	1600	16000	2.423	11.639	15	14	
1354422770	1159.54	4108.00	1357	1600	16000	2.227	11.153	15	13	
1354422812	1108.62	4540.08	1357	1600	16000	2.126	11.959	15	14	
1354422854	1059.91	4478.50	1357	1600	16000	2.173	11.815	15	13	
1354422897	1074.74	4790.07	1357	1600	16000	2.109	12.770	15	14	
1354422939	1070.48	4792.03	1357	1600	16000	2.059	12.490	15	13	
1354422982	1116.18	4593.55	1357	1600	16000	2.166	12.167	15	14	
1354423024	1092.60	4695.74	1357	1600	16000	2.147	12.318	15	14	
1354423067	1025.76	4229.63	1357	1600	16000	2.042	11.225	15	14	
1354423109	1094.84	4718.11	1357	1600	16000	2.146	12.127	15	14	
1354423151	1128.24	4662.52	1357	1600	16000	2.209	12.088	15	13	
1354423194	1101.26	4756.49	1357	1600	16000	2.130	12.075	15	14	
1354423236	1346.88	4525.66	1357	1600	16000	2.442	11.813	15	14	
1354423278	1290.94	3837.88	1357	1600	16000	2.507	10.365	15	15	
1354423320	1448.91	4221.97	1357	1600	16000	2.751	11.706	15	14	
1354423363	1506.29	4444.22	1357	1600	16000	2.913	11.642	15	14	
1354423405	1391.36	4414.49	1357	1600	16000	2.823	10.987	15	14	
1354423447	1519.84	4004.00	1357	1600	16000	2.938	11.019	15	14	
1354423490	1447.48	4620.78	1357	1600	16000	2.808	12.046	15	14	
1354423532	1442.44	4602.00	1357	1600	16000	2.763	12.068	15	14	
1354423574	1389.46	4610.71	1357	1600	16000	2.731	12.130	15	14	
1354423617	1430.55	4263.35	1357	1600	16000	2.845	11.575	15	14	
1354423661	1549.40	3786.53	1357	1600	16000	3.075	9.313	15	14	
1354423703	1374.48	4025.04	1357	1600	16000	2.631	10.352	15	14	
1354423747	1115.24	4489.58	1357	1600	16000	2.245	12.031	15	13	
1354423789	1107.64	4654.00	1357	1600	16000	2.134	12.023	15	13	
1354423832	1082.90	4330.11	1357	1600	16000	2.108	11.242	15	14	
1354423875	1236.82	3318.19	1357	1600	16000	2.357	10.184	15	14	
1354423918	1133.26	4032.92	1357	1600	16000	2.192	10.781	15	14	
1354423960	1085.60	4232.71	1357	1600	16000	2.091	11.007	15	13	
1354424003	1118.02	3926.73	1357	1600	16000	2.173	10.325	15	13	
1354424045	1071.53	4257.04	1357	1600	16000	2.086	10.955	15	13	
1354424088	1100.40	4519.76	1357	1600	16000	2.115	11.384	15	13	
1354424130	1111.24	4245.60	1357	1600	16000	2.040	10.908	15	13	
1354424173	1089.40	4384.38	1357	1600	16000	2.144	11.334	15	13	
1354424216	1061.37	3994.01	1357	1600	16000	2.060	10.583	15	13	
1354424258	1088.68	4187.21	1357	1600	16000	2.111	10.915	15	14	
1354424301	1069.47	4339.29	1357	1600	16000	2.093	11.696	15	14	
1354424343	1064.57	4463.50	1357	1600	16000	2.111	11.592	15	13	
1354424386	1223.07	4311.86	1357	1600	16000	2.389	11.232	15	14	
1354424429	1092.07	4180.77	1357	1600	16000	2.138	10.900	15	13	
1354424472	1061.97	4248.07	1357	1600	16000	2.098	11.178	15	14	
1354424515	1107.55	3965.00	1357	1600	16000	2.194	10.595	15	14	
1354424558	1079.15	4204.12	1357	1600	16000	2.119	10.640	15	13	
1354424601	1093.13	4087.34	1357	1600	16000	2.137	11.049	15	14	
1354424644	1128.01	4344.14	1357	1600	16000	2.245	11.103	15	14	
1354424687	1071.27	4178.11	1357	1600	16000	2.121	11.017	15	13	
1354424729	1104.92	4305.51	1357	1600	16000	2.148	11.203	15	13	
1354424772	1097.41	4320.90	1357	1600	16000	2.134	11.230	15	14	
1354424815	1033.02	4056.32	1357	1600	16000	2.052	9.340	15	13	
1354424857	1090.95	4356.93	1357	1600	16000	2.078	11.084	15	13	
1354424900	1098.52	4167.76	1357	1600	16000	2.081	10.471	15	13	
1354424943	1089.36	4394.00	1357	1600	16000	2.121	11.399	15	14	
1354424985	1068.34	4416.44	1357	1600	16000	2.078	11.371	15	14	
1354425028	1069.40	4118.43	1357	1600	16000	2.115	10.957	15	13	
1354425071	1091.51	4429.39	1357	1600	16000	2.159	11.619	15	14	
1354425114	1080.20	4323.60	1357	1600	16000	2.116	11.324	15	14	
1354425156	1045.18	4272.98	1357	1600	16000	2.037	10.960	15	14	
