Time	UpLink(kbps)	Downlink(kbps)	Payload(Bytes)	SampleTime(ms)	DurationTime(ms)	UploadData(MB)	DownloadData(MB)	Network_Type	GSM_SS	
1354445476	184.35	553.12	1357	1600	16000	0.550	2.353	15	12	
1354445541	275.70	791.02	1357	1600	16000	0.683	3.459	15	13	
1354445615	281.84	350.00	1357	1600	16000	0.611	3.047	15	14	
1354445675	128.98	258.42	1357	1600	16000	0.388	1.334	15	12	
1354445733	458.99	455.75	1357	1600	16000	0.974	2.197	15	13	
1354445789	397.70	972.86	1357	1600	16000	0.802	3.814	15	13	
1354445849	260.96	542.95	1357	1600	16000	0.646	2.668	15	13	
1354445911	569.73	487.90	1357	1600	16000	1.188	2.941	15	14	
1354445968	346.70	230.09	1357	1600	16000	0.720	1.054	15	14	
1354446033	332.87	175.84	1357	1600	16000	0.698	0.965	15	13	
1354446112	192.42	181.77	1357	1600	16000	0.608	1.389	15	12	
1354446167	96.89	614.35	1357	1600	16000	0.286	2.338	15	13	
1354446273	184.52	154.48	1357	1600	16000	0.532	2.742	15	12	
1354446323	238.82	386.38	1357	1600	16000	0.617	1.545	15	13	
1354446398	260.02	677.56	1357	1600	16000	0.789	3.538	15	13	
1354446458	266.50	522.07	1357	1600	16000	0.880	2.023	15	13	
1354446545	99.12	124.45	1357	1600	16000	0.265	0.947	15	13	
1354446614	150.70	293.78	1357	1600	16000	0.563	1.379	15	14	
1354446779	172.12	77.47	1357	1600	16000	0.594	0.496	15	13	
1354446834	457.65	259.03	1357	1600	16000	0.854	0.957	15	11	
1354446895	241.58	163.48	1357	1600	16000	0.792	0.940	15	12	
1354446949	563.95	159.74	1357	1600	16000	1.174	0.719	15	12	
1354447006	386.95	212.63	1357	1600	16000	0.985	1.036	15	13	
1354447064	294.50	506.68	1357	1600	16000	0.705	2.787	15	12	
1354447120	727.36	576.64	1357	1600	16000	1.409	2.462	15	13	
1354447181	704.94	408.34	1357	1600	16000	1.376	2.204	15	13	
1354447253	357.53	246.08	1357	1600	16000	0.780	1.508	15	13	
1354447313	275.57	481.40	1357	1600	16000	0.613	3.189	15	12	
1354447368	545.43	657.45	1357	1600	16000	1.081	2.851	15	12	
1354447422	467.01	268.14	1357	1600	16000	0.985	1.339	15	12	
1354447485	323.90	678.16	1357	1600	16000	0.709	3.409	15	12	
1354447541	365.81	845.00	1357	1600	16000	0.947	3.075	15	13	
1354447604	279.46	336.74	1357	1600	16000	0.560	1.736	15	12	
1354447695	597.08	216.92	1357	1600	16000	1.135	3.174	15	12	
1354447747	673.07	781.56	1357	1600	16000	1.308	3.390	15	12	
1354447802	595.50	418.58	1357	1600	16000	1.033	1.614	15	14	
1354447854	916.07	705.62	1357	1600	16000	1.707	2.990	15	14	
1354447893	397.43	558.47	1357	1600	16000	0.902	0.538	15	13	
1354447946	449.72	763.18	1357	1600	16000	0.901	2.822	15	12	
1354447996	529.62	1325.34	1357	1600	16000	1.105	4.052	15	12	
1354448053	612.67	764.13	1357	1600	16000	1.233	3.377	15	13	
1354448107	664.52	709.95	1357	1600	16000	1.308	2.844	15	12	
1354448158	730.90	766.04	1357	1600	16000	1.505	3.181	15	12	
1354448215	603.80	689.70	1357	1600	16000	1.188	3.206	15	12	
1354448267	370.30	957.81	1357	1600	16000	0.863	3.692	15	11	
1354448332	248.40	654.06	1357	1600	16000	0.630	2.980	15	13	
1354448385	454.18	834.90	1357	1600	16000	0.919	2.834	15	13	
1354448448	540.12	486.35	1357	1600	16000	1.109	2.777	15	13	
1354448507	708.89	607.92	1357	1600	16000	1.380	3.523	15	13	
1354448562	714.98	1116.60	1357	1600	16000	1.420	4.329	15	11	
1354448632	415.80	417.70	1357	1600	16000	1.016	3.712	15	12	
1354448698	397.30	256.32	1357	1600	16000	0.845	1.706	15	11	
1354448767	607.70	537.12	1357	1600	16000	1.254	3.347	15	12	
1354448815	542.28	1346.95	1357	1600	16000	1.000	3.357	15	12	
1354448871	595.89	746.95	1357	1600	16000	1.246	3.370	15	13	
1354448928	502.02	439.74	1357	1600	16000	1.057	2.023	15	12	
1354448980	591.17	1235.70	1357	1600	16000	1.276	4.057	15	13	
1354449035	505.64	808.14	1357	1600	16000	1.087	3.397	15	13	
1354449096	225.74	527.30	1357	1600	16000	0.669	2.861	15	13	
1354449153	314.51	618.88	1357	1600	16000	0.696	3.152	15	12	
1354449224	570.24	368.27	1357	1600	16000	1.233	2.383	15	12	
1354449298	173.02	161.96	1357	1600	16000	0.598	1.044	15	11	
1354449353	439.79	459.80	1357	1600	16000	0.885	1.686	15	12	
1354449409	510.23	381.65	1357	1600	16000	1.047	1.837	15	12	
1354449474	590.76	265.77	1357	1600	16000	1.279	1.632	15	13	
1354449533	407.80	869.91	1357	1600	16000	0.964	3.876	15	13	
1354449594	812.57	263.45	1357	1600	16000	1.443	1.379	15	13	
1354449673	495.41	191.76	1357	1600	16000	1.070	1.240	15	12	
1354449734	769.24	224.30	1357	1600	16000	1.627	1.101	15	13	
1354449823	780.07	157.86	1357	1600	16000	1.581	1.465	15	13	
1354449884	713.64	194.39	1357	1600	16000	1.422	1.138	15	13	
1354449946	634.83	557.95	1357	1600	16000	1.304	2.834	15	12	
1354450019	677.16	311.98	1357	1600	16000	1.376	2.365	15	12	
1354450070	810.15	327.36	1357	1600	16000	1.673	1.341	15	12	
1354450119	360.04	1086.24	1357	1600	16000	0.745	3.226	15	13	
1354450169	652.07	1140.44	1357	1600	16000	1.227	3.402	15	13	
1354450227	615.72	580.29	1357	1600	16000	1.200	2.832	15	13	
1354450302	429.63	280.05	1357	1600	16000	0.857	2.142	15	13	
1354450403	106.81	135.99	1357	1600	16000	0.361	1.227	15	12	
1354450474	412.12	193.16	1357	1600	16000	0.778	1.245	15	13	
1354450543	365.45	554.42	1357	1600	16000	0.830	3.704	15	13	
1354450601	506.18	269.13	1357	1600	16000	1.040	1.217	15	13	
1354450660	206.26	811.85	1357	1600	16000	0.612	3.042	15	12	
1354450729	151.34	330.54	1357	1600	16000	0.502	1.748	15	12	
1354450785	277.27	1093.38	1357	1600	16000	0.824	3.833	15	13	
1354450835	515.98	531.22	1357	1600	16000	0.989	1.914	15	12	
1354450891	481.78	446.35	1357	1600	16000	0.967	1.733	15	12	
1354450946	640.47	846.04	1357	1600	16000	1.266	3.223	15	12	
1354450998	547.88	853.56	1357	1600	16000	1.158	3.201	15	12	
1354451052	411.58	419.95	1357	1600	16000	0.890	1.592	15	12	
1354451119	425.91	310.64	1357	1600	16000	0.963	2.137	15	14	
1354451196	552.47	293.65	1357	1600	16000	1.183	3.161	15	12	
1354451259	502.85	529.03	1357	1600	16000	1.070	2.832	15	12	
1354451312	419.61	948.19	1357	1600	16000	0.844	3.704	15	12	
1354451364	485.79	1220.51	1357	1600	16000	1.125	3.771	15	12	
1354451417	619.12	871.00	1357	1600	16000	1.380	3.935	15	11	
1354451463	371.30	1408.38	1357	1600	16000	0.925	4.213	15	11	
1354451510	713.17	1707.38	1357	1600	16000	1.499	4.585	15	10	
1354451585	359.97	452.68	1357	1600	16000	0.848	3.397	15	12	
1354451651	366.40	275.17	1357	1600	16000	0.714	1.525	15	12	
1354451705	507.68	1134.01	1357	1600	16000	1.053	4.362	15	14	
1354451756	139.93	1148.42	1357	1600	16000	0.463	3.766	15	13	
1354451810	159.65	478.34	1357	1600	16000	0.463	1.877	15	13	
1354451872	220.91	666.83	1357	1600	16000	0.408	3.216	15	13	
1354451934	376.94	514.09	1357	1600	16000	0.717	2.971	15	13	
1354452010	116.21	231.52	1357	1600	16000	0.414	1.267	15	13	
1354452076	176.10	515.42	1357	1600	16000	0.509	2.710	15	13	
1354452130	188.87	895.88	1357	1600	16000	0.459	3.456	15	13	
1354452188	252.01	602.18	1357	1600	16000	0.612	2.936	15	13	
1354452244	357.19	611.00	1357	1600	16000	0.700	2.465	15	13	
1354452335	233.72	1098.82	1357	1600	16000	0.567	3.444	15	13	
1354452389	168.64	1103.91	1357	1600	16000	0.412	3.258	15	13	
1354452451	189.72	816.19	1357	1600	16000	0.500	3.437	15	12	
1354452510	361.54	448.50	1357	1600	16000	0.814	1.741	15	12	
1354452558	329.81	1089.36	1357	1600	16000	0.723	2.772	15	14	
1354452623	231.43	371.82	1357	1600	16000	0.597	1.813	15	14	
1354452678	165.42	408.64	1357	1600	16000	0.437	1.508	15	13	
1354452749	116.85	289.59	1357	1600	16000	0.305	1.644	15	13	
1354452798	419.56	1043.22	1357	1600	16000	0.862	2.673	15	14	
1354452862	325.68	513.58	1357	1600	16000	0.726	2.328	15	14	
1354452924	347.77	609.48	1357	1600	16000	0.732	3.551	15	13	
1354452973	407.62	697.22	1357	1600	16000	0.941	2.403	15	13	
1354453027	234.15	1311.36	1357	1600	16000	0.554	4.114	15	13	
1354453099	313.26	360.35	1357	1600	16000	0.713	2.975	15	13	
1354453149	225.72	1041.22	1357	1600	16000	0.426	2.876	15	13	
1354453201	299.54	1329.86	1357	1600	16000	0.670	4.362	15	12	
1354453265	323.59	973.78	1357	1600	16000	0.692	4.280	15	13	
1354453322	469.73	185.82	1357	1600	16000	0.955	1.126	15	14	
1354453381	396.32	626.36	1357	1600	16000	0.914	2.839	15	13	
1354453441	354.91	778.32	1357	1600	16000	0.771	3.826	15	13	
1354453493	389.86	1253.20	1357	1600	16000	0.817	4.629	15	13	
1354453549	538.49	662.26	1357	1600	16000	0.837	1.542	15	14	
1354453596	541.76	1577.16	1357	1600	16000	1.196	4.448	15	13	
1354453650	407.14	914.68	1357	1600	16000	0.870	4.295	15	13	
1354453698	523.57	1334.83	1357	1600	16000	1.056	4.099	15	13	
1354453753	144.80	643.96	1357	1600	16000	0.559	1.934	15	13	
1354453816	341.25	680.31	1357	1600	16000	0.679	2.923	15	13	
1354453884	339.58	391.74	1357	1600	16000	0.753	1.919	15	13	
1354453934	359.04	310.63	1357	1600	16000	0.840	1.213	15	12	
1354453989	366.22	754.00	1357	1600	16000	0.818	3.137	15	14	
1354454053	340.19	336.69	1357	1600	16000	0.747	1.619	15	13	
1354454108	380.42	503.94	1357	1600	16000	0.839	2.264	15	13	
1354454166	444.21	502.60	1357	1600	16000	0.919	2.507	15	13	
1354454225	464.33	296.59	1357	1600	16000	0.958	1.364	15	13	
1354454275	492.60	1593.14	1357	1600	16000	1.018	4.508	15	12	
1354454324	369.98	1094.74	1357	1600	16000	0.786	3.152	15	13	
1354454388	227.46	459.39	1357	1600	16000	0.691	2.192	15	12	
1354454449	357.54	287.94	1357	1600	16000	0.761	1.396	15	12	
1354454506	511.44	607.67	1357	1600	16000	0.946	3.236	15	14	
1354454558	486.89	915.80	1357	1600	16000	0.959	3.531	15	13	
1354454629	564.28	419.57	1357	1600	16000	1.157	3.709	15	13	
1354454687	624.34	509.39	1357	1600	16000	1.178	3.337	15	13	
1354454750	551.24	591.52	1357	1600	16000	1.148	3.702	15	15	
1354454806	516.07	1104.66	1357	1600	16000	0.986	4.391	15	13	
1354454877	473.83	224.06	1357	1600	16000	1.081	1.956	15	13	
1354454929	454.54	605.74	1357	1600	16000	1.050	2.730	15	13	
1354454980	551.45	1239.48	1357	1600	16000	1.130	4.220	15	13	
1354455034	576.50	1102.93	1357	1600	16000	1.130	4.022	15	13	
1354455081	739.64	1512.49	1357	1600	16000	1.430	4.989	15	13	
1354455129	630.08	1538.09	1357	1600	16000	1.244	5.048	15	13	
1354455179	688.94	1006.33	1357	1600	16000	1.302	3.390	15	13	
1354455255	461.04	277.64	1357	1600	16000	1.006	3.335	15	13	
1354455305	660.52	1638.71	1357	1600	16000	1.359	5.011	15	13	
1354455354	569.73	1221.04	1357	1600	16000	1.147	4.133	15	12	
1354455403	475.86	1529.68	1357	1600	16000	0.971	4.302	15	13	
1354455450	474.15	1834.53	1357	1600	16000	1.038	5.095	15	13	
1354455497	634.57	1432.26	1357	1600	16000	1.258	4.223	15	13	
1354455545	599.54	1740.86	1357	1600	16000	1.260	5.408	15	12	
1354455592	654.73	1778.78	1357	1600	16000	1.216	4.729	15	13	
1354455646	664.54	635.22	1357	1600	16000	1.330	3.392	15	12	
1354455693	615.44	1889.73	1357	1600	16000	1.215	5.785	15	13	
1354455745	355.77	1082.81	1357	1600	16000	0.722	3.149	15	14	
1354455806	356.11	555.53	1357	1600	16000	0.695	2.658	15	14	
1354455855	448.80	1459.42	1357	1600	16000	0.892	4.401	15	14	
1354455919	390.04	338.98	1357	1600	16000	0.735	2.202	15	14	
1354455999	212.03	379.12	1357	1600	16000	0.602	2.851	15	14	
1354456067	275.56	413.50	1357	1600	16000	0.538	2.204	15	14	
1354456137	440.09	342.34	1357	1600	16000	0.892	1.991	15	14	
1354456205	441.56	362.41	1357	1600	16000	0.901	2.212	15	14	
1354456253	588.12	1099.94	1357	1600	16000	1.180	3.221	15	14	
1354456302	560.74	1079.00	1357	1600	16000	1.237	3.454	15	15	
1354456353	661.70	922.02	1357	1600	16000	1.273	3.387	15	14	
1354456411	530.01	643.96	1357	1600	16000	1.006	3.020	15	14	
1354456462	230.84	1235.64	1357	1600	16000	0.466	4.044	15	14	
1354456508	315.64	758.94	1357	1600	16000	0.757	2.799	15	12	
1354456580	93.23	251.55	1357	1600	16000	0.261	2.683	15	10	
1354456671	171.40	460.23	1357	1600	16000	0.511	2.435	15	11	
1354456736	267.44	362.22	1357	1600	16000	0.717	1.994	15	11	
1354456794	243.23	603.46	1357	1600	16000	0.629	2.822	15	11	
1354456864	581.34	407.34	1357	1600	16000	1.169	2.978	15	12	
1354456920	499.14	806.90	1357	1600	16000	1.044	3.194	15	11	
1354456974	187.61	686.96	1357	1600	16000	0.566	2.016	15	10	
1354457036	217.88	203.76	1357	1600	16000	0.537	0.947	15	11	
1354457091	371.26	262.03	1357	1600	16000	0.839	1.240	15	11	
1354457155	457.80	522.55	1357	1600	16000	1.008	2.971	15	10	
1354457210	212.14	569.15	1357	1600	16000	0.681	2.509	15	11	
1354457261	372.92	630.14	1357	1600	16000	0.762	2.343	15	10	
1354457333	176.46	227.43	1357	1600	16000	0.470	1.384	15	10	
1354457400	94.24	576.00	1357	1600	16000	0.334	2.152	15	11	
1354457459	73.25	655.96	1357	1600	16000	0.264	1.798	15	12	
1354457537	502.30	244.78	1357	1600	16000	1.052	2.261	15	11	
1354457608	196.44	283.41	1357	1600	16000	0.761	1.406	15	11	
1354457670	678.70	346.98	1357	1600	16000	1.325	1.641	15	12	
1354457725	558.76	713.96	1357	1600	16000	1.135	2.693	15	13	
1354457779	512.52	762.68	1357	1600	16000	1.088	2.499	15	13	
1354457837	689.58	544.64	1357	1600	16000	1.442	2.519	15	13	
1354457910	655.66	165.77	1357	1600	16000	1.332	1.168	15	13	
1354457969	296.82	167.16	1357	1600	16000	0.674	0.831	15	12	
1354458037	263.50	449.08	1357	1600	16000	0.610	2.425	15	12	
1354458100	399.46	416.75	1357	1600	16000	0.722	2.361	15	12	
1354458160	407.46	487.90	1357	1600	16000	0.786	2.120	15	12	
1354458212	725.90	285.10	1357	1600	16000	1.302	1.232	15	12	
1354458269	570.96	356.05	1357	1600	16000	1.315	2.061	15	13	
1354458336	496.32	405.28	1357	1600	16000	0.774	2.437	15	14	
1354458416	499.38	236.22	1357	1600	16000	1.017	1.867	15	12	
1354458486	422.67	367.41	1357	1600	16000	0.901	2.462	15	12	
1354458542	595.88	429.92	1357	1600	16000	1.220	1.733	15	12	
1354458620	141.82	191.37	1357	1600	16000	0.483	1.334	15	11	
1354458678	564.09	203.64	1357	1600	16000	1.145	0.833	15	12	
1354458728	634.12	355.86	1357	1600	16000	1.329	1.240	15	12	
1354458807	340.58	180.87	1357	1600	16000	0.982	1.681	15	13	
1354458871	429.94	135.82	1357	1600	16000	0.915	0.684	15	12	
1354458947	792.10	213.66	1357	1600	16000	1.550	1.686	15	12	
1354459023	666.41	381.65	1357	1600	16000	1.348	2.621	15	13	
1354459086	626.31	431.28	1357	1600	16000	1.251	2.197	15	13	
1354459141	710.48	309.10	1357	1600	16000	1.434	1.267	15	13	
1354459203	738.21	427.04	1357	1600	16000	1.478	2.063	15	13	
1354459254	741.13	482.54	1357	1600	16000	1.465	1.743	15	11	
1354459322	532.16	284.75	1357	1600	16000	1.095	1.760	15	12	
1354459390	587.75	220.32	1357	1600	16000	1.183	1.260	15	12	
1354459451	566.88	285.46	1357	1600	16000	1.100	1.731	15	13	
1354459508	434.24	515.12	1357	1600	16000	0.980	2.160	15	12	
1354459558	741.72	285.82	1357	1600	16000	1.526	1.632	15	13	
1354459611	857.62	867.49	1357	1600	16000	1.637	2.842	15	13	
1354459670	559.48	740.12	1357	1600	16000	1.253	3.179	15	13	
1354459736	537.70	610.27	1357	1600	16000	1.068	3.531	15	13	
1354459794	672.76	604.65	1357	1600	16000	1.306	2.623	15	13	
1354459861	362.03	367.46	1357	1600	16000	0.801	2.358	15	12	
1354459913	655.01	531.56	1357	1600	16000	1.220	2.031	15	12	
1354459990	763.14	193.79	1357	1600	16000	1.412	1.733	15	12	
1354460051	838.77	186.71	1357	1600	16000	1.592	0.957	15	13	
1354460112	238.94	250.02	1357	1600	16000	0.553	0.989	15	12	
1354460155	614.49	674.86	1357	1600	16000	1.200	1.428	15	12	
1354460198	634.82	555.18	1357	1600	16000	1.229	1.163	15	12	
1354460240	755.74	752.88	1357	1600	16000	1.425	1.783	15	12	
1354460284	129.98	584.27	1357	1600	16000	0.417	1.597	15	12	
1354460327	509.87	1387.53	1357	1600	16000	1.094	2.537	15	11	
1354460370	545.38	628.40	1357	1600	16000	1.091	1.634	15	11	
1354460418	333.46	210.64	1357	1600	16000	0.655	0.828	15	11	
1354460461	521.51	491.85	1357	1600	16000	1.025	0.937	15	11	
1354460506	453.21	389.84	1357	1600	16000	0.977	1.029	15	12	
1354460547	529.42	834.42	1357	1600	16000	1.059	1.949	15	12	
1354460597	306.02	533.14	1357	1600	16000	0.871	1.669	15	12	
1354460645	370.82	404.35	1357	1600	16000	0.738	1.332	15	12	
1354460699	287.36	100.42	1357	1600	16000	0.576	0.570	15	12	
1354460744	351.57	337.58	1357	1600	16000	0.717	0.754	15	11	
1354460787	360.04	735.32	1357	1600	16000	0.810	1.664	15	12	
1354460831	455.95	1078.33	1357	1600	16000	0.972	2.569	15	12	
1354460877	379.96	1063.86	1357	1600	16000	1.072	2.812	15	11	
1354460918	644.86	802.81	1357	1600	16000	1.258	1.892	15	12	
1354460961	514.92	638.42	1357	1600	16000	1.037	1.696	15	11	
1354461010	521.72	532.14	1357	1600	16000	0.990	1.515	15	12	
1354461053	564.51	465.30	1357	1600	16000	1.143	0.873	15	11	
1354461106	343.27	252.10	1357	1600	16000	0.727	0.865	15	11	
1354461149	721.92	454.15	1357	1600	16000	1.404	1.193	15	11	
1354461192	531.94	1061.70	1357	1600	16000	1.104	2.653	15	12	
1354461236	458.04	668.07	1357	1600	16000	0.884	2.140	15	11	
1354461281	462.19	627.14	1357	1600	16000	1.034	1.661	15	11	
1354461325	738.21	329.76	1357	1600	16000	1.409	0.878	15	10	
1354461368	408.85	450.50	1357	1600	16000	0.808	1.173	15	12	
1354461410	620.68	974.39	1357	1600	16000	1.220	2.450	15	12	
1354461453	531.54	1626.88	1357	1600	16000	1.095	3.719	15	12	
1354461496	452.44	1226.77	1357	1600	16000	0.965	3.114	15	11	
1354461540	474.29	518.16	1357	1600	16000	1.180	1.458	15	11	
1354461585	613.10	231.19	1357	1600	16000	1.297	0.632	15	12	
1354461628	521.82	519.68	1357	1600	16000	1.069	1.577	15	11	
1354461674	586.22	965.39	1357	1600	16000	1.242	2.398	15	11	
1354461719	523.42	243.35	1357	1600	16000	1.086	0.570	15	11	
1354461761	736.28	1050.54	1357	1600	16000	1.458	2.385	15	11	
1354461804	792.49	376.29	1357	1600	16000	1.549	1.180	15	12	
1354461850	763.59	283.80	1357	1600	16000	1.443	0.828	15	12	
1354461894	591.75	872.01	1357	1600	16000	1.219	1.738	15	12	
1354461937	574.41	835.34	1357	1600	16000	1.134	2.127	15	12	
1354461979	766.96	727.55	1357	1600	16000	1.486	1.604	15	12	
1354462023	727.11	913.28	1357	1600	16000	1.471	2.304	15	11	
1354462066	450.55	1032.26	1357	1600	16000	0.960	2.289	15	11	
1354462108	551.95	656.62	1357	1600	16000	1.100	1.602	15	12	
1354462160	156.60	827.86	1357	1600	16000	0.622	2.170	15	12	
1354462203	617.94	729.48	1357	1600	16000	1.289	1.577	15	11	
1354462246	354.98	984.92	1357	1600	16000	0.811	2.122	15	11	
1354462290	408.38	855.97	1357	1600	16000	0.908	1.909	15	12	
1354462335	372.88	883.20	1357	1600	16000	0.819	2.177	15	12	
1354462381	314.20	439.53	1357	1600	16000	0.669	1.061	15	13	
1354462423	516.44	1222.52	1357	1600	16000	1.034	3.139	15	12	
1354462466	480.72	1244.89	1357	1600	16000	1.029	3.062	15	11	
1354462508	613.88	1148.36	1357	1600	16000	1.206	2.866	15	11	
1354462551	626.64	1115.07	1357	1600	16000	1.317	2.591	15	11	
1354462596	579.06	338.52	1357	1600	16000	1.192	0.890	15	11	
1354462637	761.49	1426.43	1357	1600	16000	1.457	2.928	15	12	
1354462679	698.22	1105.00	1357	1600	16000	1.320	2.762	15	12	
1354462720	783.83	792.96	1357	1600	16000	1.469	2.242	15	11	
1354462765	298.01	1182.47	1357	1600	16000	0.906	2.576	15	12	
1354462806	756.02	664.37	1357	1600	16000	1.460	1.832	15	12	
1354462848	432.71	1119.47	1357	1600	16000	0.903	2.933	15	12	
1354462891	558.67	1234.78	1357	1600	16000	1.037	2.814	15	11	
1354462933	624.42	780.00	1357	1600	16000	1.316	1.956	15	12	
1354462976	458.55	1172.01	1357	1600	16000	1.030	2.794	15	12	
1354463022	620.44	286.48	1357	1600	16000	1.218	1.014	15	12	
1354463064	736.37	1447.83	1357	1600	16000	1.374	3.390	15	12	
1354463107	585.95	1231.66	1357	1600	16000	1.166	3.104	15	12	
1354463148	619.58	1114.29	1357	1600	16000	1.246	2.576	15	11	
1354463190	748.21	1613.81	1357	1600	16000	1.446	3.990	15	12	
1354463232	672.54	1220.08	1357	1600	16000	1.356	2.998	15	11	
1354463274	561.82	1210.32	1357	1600	16000	1.113	2.951	15	11	
1354463317	582.56	601.40	1357	1600	16000	1.210	1.681	15	11	
1354463361	490.55	688.57	1357	1600	16000	1.073	1.366	15	12	
1354463404	539.86	399.80	1357	1600	16000	1.026	0.957	15	12	
1354463448	580.56	420.78	1357	1600	16000	1.304	1.002	15	11	
1354463490	627.12	316.19	1357	1600	16000	1.266	0.957	15	11	
1354463533	734.38	618.59	1357	1600	16000	1.456	1.141	15	13	
1354463577	732.04	700.40	1357	1600	16000	1.427	2.011	15	13	
1354463621	470.84	709.00	1357	1600	16000	0.999	1.914	15	12	
1354463664	673.46	625.51	1357	1600	16000	1.438	1.592	15	13	
1354463706	780.10	926.73	1357	1600	16000	1.558	1.939	15	13	
1354463749	612.67	500.25	1357	1600	16000	1.250	1.505	15	12	
1354463791	864.64	546.00	1357	1600	16000	1.751	1.195	15	12	
1354463832	843.39	600.00	1357	1600	16000	1.475	1.418	15	12	
1354463874	834.24	1084.24	1357	1600	16000	1.653	2.078	15	12	
1354463916	860.75	846.54	1357	1600	16000	1.660	2.482	15	12	
1354463958	558.97	1032.99	1357	1600	16000	1.138	2.933	15	12	
1354464016	212.86	112.30	1357	1600	16000	0.668	0.622	15	12	
1354464068	170.57	111.83	1357	1600	16000	0.585	0.369	15	12	
1354464116	85.09	207.22	1357	1600	16000	0.303	0.521	15	11	
1354464159	486.60	438.17	1357	1600	16000	0.959	0.992	15	14	
1354464203	375.45	597.05	1357	1600	16000	0.760	1.267	15	12	
1354464250	574.22	241.56	1357	1600	16000	1.187	0.736	15	11	
1354464293	327.37	238.26	1357	1600	16000	0.700	0.729	15	12	
1354464341	310.64	110.77	1357	1600	16000	0.775	0.402	15	10	
1354464388	576.38	144.70	1357	1600	16000	1.197	0.464	15	12	
1354464437	249.56	248.06	1357	1600	16000	0.753	0.548	15	11	
1354464480	200.37	641.98	1357	1600	16000	0.528	0.265	15	12	
1354464535	481.31	395.10	1357	1600	16000	0.973	1.897	15	11	
1354464584	585.12	744.06	1357	1600	16000	1.330	3.109	15	15	
1354464639	561.15	470.80	1357	1600	16000	1.050	1.937	15	13	
1354464687	796.50	1174.98	1357	1600	16000	1.541	3.516	15	14	
1354464734	688.50	1342.77	1357	1600	16000	1.413	4.059	15	13	
1354464781	903.32	596.14	1357	1600	16000	1.835	2.504	15	14	
1354464842	894.84	543.33	1357	1600	16000	1.781	2.653	15	13	
1354464891	700.52	1458.97	1357	1600	16000	1.486	4.342	15	11	
1354464950	801.74	1723.49	1357	1600	16000	1.550	4.887	15	12	
1354465004	741.78	855.81	1357	1600	16000	1.470	3.251	15	12	
1354465057	780.07	749.22	1357	1600	16000	1.563	3.196	15	15	
1354465107	609.79	727.09	1357	1600	16000	1.251	2.777	15	13	
1354465159	929.90	1197.42	1357	1600	16000	1.911	4.200	15	13	
1354465215	541.61	864.64	1357	1600	16000	1.081	3.682	15	12	
1354465302	614.49	305.72	1357	1600	16000	1.347	3.831	15	13	
1354465364	973.74	564.85	1357	1600	16000	1.844	3.578	15	17	
1354465409	915.58	542.28	1357	1600	16000	1.766	2.006	15	14	
1354465457	488.52	1565.17	1357	1600	16000	0.969	5.170	15	13	
1354465511	718.01	735.03	1357	1600	16000	1.502	3.613	15	12	
1354465563	593.52	639.42	1357	1600	16000	1.386	2.611	15	12	
1354465610	742.68	715.04	1357	1600	16000	1.735	3.407	15	14	
1354465660	682.56	931.08	1357	1600	16000	1.589	3.268	15	11	
1354465716	536.90	845.76	1357	1600	16000	1.087	3.660	15	14	
1354465763	474.82	1554.08	1357	1600	16000	1.052	4.748	15	14	
1354465815	444.40	984.28	1357	1600	16000	0.911	4.481	15	14	
1354465869	368.89	706.13	1357	1600	16000	0.798	3.194	15	14	
1354465920	337.28	1187.48	1357	1600	16000	0.833	3.538	15	13	
1354465970	519.01	1124.64	1357	1600	16000	1.079	3.628	15	14	
1354466022	442.88	592.71	1357	1600	16000	0.964	2.544	15	15	
1354466074	432.51	619.70	1357	1600	16000	0.894	2.606	15	14	
1354466122	451.68	1113.13	1357	1600	16000	0.881	3.102	15	14	
1354466176	377.15	960.04	1357	1600	16000	0.858	4.111	15	14	
1354466226	283.91	1488.02	1357	1600	16000	0.682	4.763	15	15	
1354466273	631.07	1598.00	1357	1600	16000	1.292	5.180	15	15	
1354466324	409.66	1298.38	1357	1600	16000	0.933	4.729	15	14	
1354466375	573.72	845.43	1357	1600	16000	1.185	3.005	15	15	
1354466424	573.36	1215.76	1357	1600	16000	1.165	4.136	15	14	
1354466472	758.76	960.77	1357	1600	16000	1.576	3.360	15	14	
1354466526	735.27	724.38	1357	1600	16000	1.548	3.759	15	13	
1354466578	746.05	751.78	1357	1600	16000	1.468	3.045	15	14	
1354466635	581.57	620.51	1357	1600	16000	1.294	2.730	15	15	
1354466683	595.89	912.73	1357	1600	16000	1.174	3.350	15	15	
1354466731	633.54	610.24	1357	1600	16000	1.396	2.532	15	14	
1354466789	474.58	505.42	1357	1600	16000	0.985	2.611	15	13	
1354466839	574.87	967.74	1357	1600	16000	1.178	3.186	15	13	
1354466890	587.24	1274.04	1357	1600	16000	1.194	4.153	15	13	
1354466940	923.11	994.78	1357	1600	16000	1.898	2.978	15	15	
1354466990	687.50	1500.50	1357	1600	16000	1.304	4.820	15	14	
1354467042	725.90	1000.68	1357	1600	16000	1.534	4.183	15	14	
1354467114	705.93	324.42	1357	1600	16000	1.436	3.008	15	13	
1354467167	712.88	973.78	1357	1600	16000	1.473	3.273	15	13	
1354467222	507.69	660.61	1357	1600	16000	1.095	3.618	15	13	
1354467276	554.64	387.56	1357	1600	16000	1.092	2.596	15	14	
1354467327	411.85	1122.58	1357	1600	16000	0.855	3.613	15	14	
