Time	UpLink(kbps)	Downlink(kbps)	Payload(Bytes)	SampleTime(ms)	DurationTime(ms)	UploadData(MB)	DownloadData(MB)	Network_Type	GSM_SS	
1354383550	368.37	693.44	1357	1600	16000	0.810	3.137	15	13	
1354383605	501.82	184.72	1357	1600	16000	1.074	0.853	15	13	
1354383656	415.36	232.61	1357	1600	16000	0.985	1.091	15	13	
1354383704	578.43	874.72	1357	1600	16000	1.242	3.424	15	13	
1354383749	463.10	896.44	1357	1600	16000	0.955	2.333	15	12	
1354383803	858.73	558.03	1357	1600	16000	1.654	2.812	15	14	
1354383853	910.99	546.66	1357	1600	16000	1.634	2.772	15	19	
1354383900	732.35	1830.92	1357	1600	16000	1.528	5.428	15	17	
1354383944	969.68	1072.96	1357	1600	16000	1.923	3.598	15	19	
1354383998	1135.27	849.64	1357	1600	16000	2.226	4.820	15	16	
1354384046	336.54	1444.27	1357	1600	16000	0.775	4.399	15	15	
1354384097	833.41	1020.62	1357	1600	16000	1.898	4.057	15	15	
1354384143	883.62	688.13	1357	1600	16000	1.719	2.663	15	17	
1354384193	488.52	559.17	1357	1600	16000	1.273	1.984	15	15	
1354384249	1000.11	425.82	1357	1600	16000	1.946	1.989	15	19	
1354384315	894.78	301.98	1357	1600	16000	1.862	1.932	15	15	
1354384383	1156.38	491.90	1357	1600	16000	2.219	8.954	15	16	
