Time	UpLink(kbps)	Downlink(kbps)	Payload(Bytes)	SampleTime(ms)	DurationTime(ms)	UploadData(MB)	DownloadData(MB)	Network_Type	LTE_SS	LTE_RSRP(W)	LTE_RSRQ	LTE_SNR(dB)
1354273526	288.36	7189.00	1357	1600	16000	0.651	18.577	13	17	-107	11	32	
1354273572	182.11	7514.34	1357	1600	16000	0.519	20.070	13	17	-107	11	32	
1354273618	219.00	6738.58	1357	1600	16000	0.585	17.025	13	17	-107	11	32	
1354273659	177.11	6690.82	1357	1600	16000	0.397	17.595	13	17	-107	11	32	
1354273704	193.30	6595.76	1357	1600	16000	0.470	16.526	13	17	-107	11	32	
1354273749	211.09	6577.08	1357	1600	16000	0.639	14.540	13	17	-107	11	32	
1354273796	186.64	7345.00	1357	1600	16000	0.518	18.897	13	18	-107	13	30	
1354273843	227.64	6756.11	1357	1600	16000	0.577	17.781	13	18	-107	13	30	
1354273894	157.33	7015.52	1357	1600	16000	0.522	19.164	13	17	-107	11	34	
1354273944	287.08	6859.85	1357	1600	16000	0.849	16.754	13	17	-107	11	32	
1354273989	219.02	7488.00	1357	1600	16000	0.529	20.037	13	17	-107	11	30	
1354274037	256.69	6316.50	1357	1600	16000	0.832	9.698	13	17	-107	11	30	
1354274084	269.78	6898.75	1357	1600	16000	0.647	17.516	13	18	-107	13	32	
1354274132	285.02	6145.16	1357	1600	16000	0.747	16.982	13	18	-107	13	30	
1354274185	244.00	6916.00	1357	1600	16000	0.936	18.069	13	17	-107	11	30	
1354274232	288.94	7171.52	1357	1600	16000	0.811	19.457	13	17	-107	11	30	
1354274277	233.01	7132.54	1357	1600	16000	0.672	18.954	13	17	-107	11	32	
1354274326	267.29	3558.46	1357	1600	16000	0.776	10.999	13	17	-107	11	32	
1354274373	251.49	7067.60	1357	1600	16000	0.731	17.444	13	18	-107	13	30	
1354274419	189.17	7067.08	1357	1600	16000	0.509	17.994	13	17	-107	11	34	
1354274468	175.22	7124.00	1357	1600	16000	0.573	19.090	13	17	-107	11	34	
1354274514	186.10	6362.05	1357	1600	16000	0.518	18.282	13	17	-107	11	28	
1354274561	188.08	7283.90	1357	1600	16000	0.567	19.400	13	18	-107	13	32	
1354274611	164.59	7252.55	1357	1600	16000	0.576	18.359	13	18	-107	12	26	
1354274660	267.75	6015.16	1357	1600	16000	0.758	17.282	13	17	-107	11	30	
1354274706	320.24	6233.52	1357	1600	16000	0.874	17.079	13	17	-107	12	32	
1354274750	266.60	7247.70	1357	1600	16000	0.585	19.916	13	17	-107	12	32	
1354274847	193.86	6980.82	1357	1600	16000	0.466	18.921	13	18	-107	13	30	
1354274932	223.51	6714.50	1357	1600	16000	0.591	19.120	13	17	-107	11	32	
1354275056	226.06	6601.94	1357	1600	16000	0.682	18.312	13	17	-107	11	30	
1354275101	255.40	7527.00	1357	1600	16000	0.651	20.320	13	18	-107	12	26	
1354275149	257.96	7498.04	1357	1600	16000	0.738	17.843	13	18	-107	13	34	
1354275196	182.00	7605.00	1357	1600	16000	0.475	19.824	13	18	-107	13	34	
1354275246	278.64	7721.16	1357	1600	16000	0.738	21.163	13	17	-107	11	32	
1354275291	127.60	6591.00	1357	1600	16000	0.365	17.632	13	17	-107	11	32	
1354275340	193.09	7561.27	1357	1600	16000	0.594	20.139	13	17	-107	11	32	
1354275383	213.40	7457.34	1357	1600	16000	0.525	19.393	13	17	-107	11	32	
1354275431	162.51	7756.15	1357	1600	16000	0.509	19.398	13	17	-107	11	32	
1354275479	175.60	7735.00	1357	1600	16000	0.524	20.070	13	17	-107	11	32	
1354275528	161.87	7761.00	1357	1600	16000	0.506	19.626	13	17	-107	11	32	
1354275576	245.64	7727.02	1357	1600	16000	0.730	18.728	13	17	-107	11	32	
1354275623	214.28	7495.26	1357	1600	16000	0.593	20.719	13	17	-107	11	32	
1354275670	226.91	7295.52	1357	1600	16000	0.606	19.732	13	17	-107	11	30	
1354275716	198.94	7483.32	1357	1600	16000	0.519	18.517	13	17	-107	11	30	
1354275764	200.26	7521.20	1357	1600	16000	0.582	20.146	13	17	-107	11	30	
1354275812	251.75	6864.00	1357	1600	16000	0.650	19.549	13	17	-107	11	30	
1354275857	261.46	7644.00	1357	1600	16000	0.657	19.306	13	17	-107	11	30	
1354275905	205.03	7129.90	1357	1600	16000	0.593	18.810	13	19	-107	13	32	
1354275953	183.14	7292.33	1357	1600	16000	0.516	18.616	13	19	-107	13	32	
1354275999	234.89	6816.48	1357	1600	16000	0.602	18.701	13	19	-107	14	30	
1354276042	178.05	7050.19	1357	1600	16000	0.472	19.658	13	18	-107	13	30	
1354276088	225.94	7144.35	1357	1600	16000	0.588	20.203	13	18	-107	13	30	
1354276137	200.66	6916.03	1357	1600	16000	0.599	19.050	13	19	-107	13	30	
1354276187	140.43	7455.38	1357	1600	16000	0.489	19.430	13	18	-107	13	28	
1354276233	209.03	7285.81	1357	1600	16000	0.590	18.490	13	17	-107	11	32	
1354276282	212.98	7045.79	1357	1600	16000	0.597	18.126	13	17	-107	11	28	
1354276330	280.98	6946.32	1357	1600	16000	0.767	18.765	13	17	-107	11	32	
1354276382	146.12	4542.60	1357	1600	16000	0.393	16.092	13	18	-107	13	32	
1354276430	205.24	6976.64	1357	1600	16000	0.585	18.788	13	17	-107	11	34	
1354276476	165.74	7283.90	1357	1600	16000	0.463	19.145	13	17	-107	11	34	
1354276522	216.69	6638.85	1357	1600	16000	0.573	18.126	13	18	-107	13	30	
1354276574	155.38	6531.59	1357	1600	16000	0.510	18.200	13	17	-107	12	30	
1354276671	129.52	7354.83	1357	1600	16000	0.294	19.581	13	17	-107	11	32	
1354276720	116.84	6900.86	1357	1600	16000	0.344	17.230	13	17	-107	11	32	
1354276763	113.80	6642.26	1357	1600	16000	0.343	16.152	13	17	-107	11	32	
1354276811	86.26	7039.40	1357	1600	16000	0.243	16.715	13	17	-107	11	32	
1354276856	104.60	5068.52	1357	1600	16000	0.272	14.875	13	17	-107	12	28	
1354278133	199.62	6935.48	1357	1600	16000	0.572	17.523	13	18	-107	13	32	
1354278183	258.73	6498.62	1357	1600	16000	0.811	16.286	13	19	-107	14	30	
1354278233	170.24	7061.08	1357	1600	16000	0.506	18.056	13	18	-107	14	30	
1354278279	186.42	6924.67	1357	1600	16000	0.505	18.470	13	17	-107	11	30	
1354278327	113.41	6552.00	1357	1600	16000	0.387	18.160	13	17	-107	11	30	
1354278376	186.99	6565.00	1357	1600	16000	0.514	17.905	13	17	-107	11	32	
1354278425	205.44	5544.28	1357	1600	16000	0.577	13.179	13	17	-107	11	26	
1354278469	231.30	7192.28	1357	1600	16000	0.509	18.210	13	18	-107	13	30	
1354278517	280.76	6340.50	1357	1600	16000	0.740	17.213	13	18	-107	14	30	
1354278566	161.44	6734.00	1357	1600	16000	0.453	18.691	13	17	-107	12	26	
1354278612	228.16	5589.20	1357	1600	16000	0.591	15.926	13	18	-107	14	30	
1354278666	192.14	6903.00	1357	1600	16000	0.681	19.407	13	17	-107	11	34	
1354278710	145.32	6678.30	1357	1600	16000	0.360	18.316	13	17	-107	11	26	
1354278755	173.00	6340.04	1357	1600	16000	0.512	16.177	13	17	-107	11	28	
1354278803	188.25	6915.94	1357	1600	16000	0.510	19.556	13	17	-107	12	28	
1354278853	107.59	5965.50	1357	1600	16000	0.259	16.578	13	17	-107	12	32	
1354278899	163.29	6677.83	1357	1600	16000	0.397	18.654	13	17	-107	11	30	
1354278945	154.06	6552.00	1357	1600	16000	0.391	17.791	13	17	-107	11	30	
1354278992	130.14	5302.40	1357	1600	16000	0.454	14.193	13	18	-107	14	30	
1354279036	155.68	6734.37	1357	1600	16000	0.395	17.679	13	17	-107	11	30	
1354279084	179.18	6976.48	1357	1600	16000	0.503	19.050	13	17	-107	12	32	
1354279130	213.70	6376.27	1357	1600	16000	0.545	16.110	13	17	-107	12	28	
1354279179	173.35	6716.82	1357	1600	16000	0.511	19.167	13	18	-107	11	26	
1354279230	162.80	6401.00	1357	1600	16000	0.512	16.546	13	17	-107	11	30	
1354279276	202.76	6560.90	1357	1600	16000	0.500	17.808	13	17	-107	12	30	
1354279325	198.81	6456.96	1357	1600	16000	0.586	16.551	13	17	-107	11	32	
1354279372	130.31	6331.00	1357	1600	16000	0.344	16.739	13	18	-107	14	30	
1354279418	120.73	6650.86	1357	1600	16000	0.374	16.963	13	18	-107	12	28	
1354279470	156.78	5989.26	1357	1600	16000	0.507	15.497	13	18	-107	13	30	
1354279521	125.62	5589.03	1357	1600	16000	0.395	14.815	13	18	-107	13	32	
1354279569	181.56	6292.00	1357	1600	16000	0.522	16.747	13	17	-107	11	34	
1354279620	191.76	6881.40	1357	1600	16000	0.588	18.463	13	17	-107	11	32	
1354279664	147.41	5589.03	1357	1600	16000	0.395	15.574	13	17	-107	13	30	
1354279709	190.27	6223.96	1357	1600	16000	0.518	15.676	13	18	-107	13	30	
1354279755	144.50	6389.12	1357	1600	16000	0.368	16.102	13	18	-107	13	30	
1354279803	154.80	6559.22	1357	1600	16000	0.396	17.352	13	17	-107	11	28	
1354279848	194.24	6495.94	1357	1600	16000	0.519	15.648	13	18	-107	13	30	
1354279897	167.76	6272.40	1357	1600	16000	0.518	15.450	13	18	-107	13	30	
1354279944	176.72	6942.00	1357	1600	16000	0.510	18.909	13	17	-107	11	32	
1354279998	103.49	6456.96	1357	1600	16000	0.452	17.945	13	17	-107	11	28	
1354280046	205.04	6500.00	1357	1600	16000	0.533	17.456	13	18	-107	13	30	
1354280094	194.34	6794.75	1357	1600	16000	0.573	16.159	13	17	-107	11	30	
1354280142	184.37	6150.47	1357	1600	16000	0.511	15.299	13	17	-107	11	30	
1354280187	191.20	5850.00	1357	1600	16000	0.506	16.995	13	18	-107	14	30	
1354280234	168.96	6431.92	1357	1600	16000	0.450	17.446	13	18	-107	14	30	
1354280281	194.77	6331.00	1357	1600	16000	0.518	16.896	13	17	-107	11	26	
1354280331	191.39	6848.63	1357	1600	16000	0.519	16.866	13	17	-107	11	30	
1354280381	156.43	4956.71	1357	1600	16000	0.453	14.267	13	17	-107	12	34	
1354280428	157.33	6262.72	1357	1600	16000	0.400	17.764	13	17	-107	11	30	
1354280477	109.84	6792.62	1357	1600	16000	0.397	18.550	13	17	-107	11	28	
1354280527	290.21	6113.48	1357	1600	16000	0.819	16.558	13	17	-107	11	32	
1354280570	160.83	6630.00	1357	1600	16000	0.396	18.582	13	17	-107	11	30	
1354280619	180.62	6773.34	1357	1600	16000	0.516	17.126	13	17	-107	11	32	
1354280666	203.62	7294.85	1357	1600	16000	0.586	18.173	13	17	-107	11	32	
1354280712	131.50	6894.38	1357	1600	16000	0.413	17.218	13	17	-107	11	30	
1354280762	182.42	6275.08	1357	1600	16000	0.566	17.335	13	17	-107	11	30	
1354280809	181.29	6946.32	1357	1600	16000	0.515	17.585	13	17	-107	11	30	
1354280857	177.97	7358.00	1357	1600	16000	0.524	19.668	13	17	-107	11	30	
1354280902	181.65	7136.02	1357	1600	16000	0.435	17.932	13	17	-107	12	30	
1354280958	148.57	6894.44	1357	1600	16000	0.507	19.643	13	18	-107	14	32	
1354281010	140.72	6726.37	1357	1600	16000	0.393	18.222	13	18	-107	14	32	
1354281056	167.78	6448.46	1357	1600	16000	0.458	15.105	13	18	-107	14	32	
1354281100	147.77	6872.70	1357	1600	16000	0.342	18.101	13	18	-107	14	32	
1354281148	223.51	6413.90	1357	1600	16000	0.603	17.773	13	18	-107	14	32	
1354281195	109.68	6401.00	1357	1600	16000	0.344	16.462	13	18	-107	14	32	
1354281250	141.32	5578.64	1357	1600	16000	0.509	15.440	13	17	-107	11	30	
1354281297	136.04	6245.19	1357	1600	16000	0.392	16.826	13	18	-107	14	28	
1354281341	155.38	6375.03	1357	1600	16000	0.390	16.854	13	18	-107	13	30	
1354281389	195.88	6833.73	1357	1600	16000	0.506	18.254	13	18	-107	14	30	
1354281437	178.48	6686.42	1357	1600	16000	0.465	18.718	13	18	-107	14	30	
1354281486	169.07	4907.87	1357	1600	16000	0.514	14.027	13	17	-107	12	26	
1354281530	106.43	6110.77	1357	1600	16000	0.344	15.170	13	17	-107	12	30	
1354281576	180.93	6587.24	1357	1600	16000	0.449	17.454	13	17	-107	11	26	
1354281627	127.84	5696.94	1357	1600	16000	0.450	15.388	13	17	-107	11	30	
1354281677	161.18	5751.27	1357	1600	16000	0.518	14.721	13	17	-107	11	30	
1354281724	115.68	6664.83	1357	1600	16000	0.321	16.963	13	17	-107	11	30	
1354281776	148.28	6820.74	1357	1600	16000	0.506	17.811	13	17	-107	11	30	
1354281826	294.42	5972.53	1357	1600	16000	0.820	16.608	13	17	-107	11	30	
1354281874	168.96	7138.08	1357	1600	16000	0.518	19.427	13	17	-107	11	30	
1354281920	190.64	6597.50	1357	1600	16000	0.507	17.052	13	17	-107	12	28	
1354281971	137.55	6963.65	1357	1600	16000	0.506	17.994	13	18	-107	11	28	
1354282022	142.46	5931.76	1357	1600	16000	0.450	15.604	13	17	-107	11	30	
1354282074	158.01	7396.13	1357	1600	16000	0.518	19.633	13	17	-107	11	30	
1354282120	259.76	6976.64	1357	1600	16000	0.776	18.398	13	17	-107	11	32	
1354282166	185.49	7108.78	1357	1600	16000	0.500	19.519	13	17	-107	11	30	
1354282213	162.51	6782.04	1357	1600	16000	0.462	17.511	13	18	-107	13	32	
1354282311	169.78	5525.00	1357	1600	16000	0.503	8.195	13	18	-107	12	34	
1354282362	195.02	7080.57	1357	1600	16000	0.581	19.464	13	18	-107	12	34	
1354282411	205.80	6935.50	1357	1600	16000	0.590	18.956	13	19	-107	13	30	
1354282458	211.32	7619.80	1357	1600	16000	0.589	18.788	13	19	-107	13	30	
1354282508	145.58	7032.38	1357	1600	16000	0.516	17.940	13	17	-107	11	28	
1354282555	139.82	7309.76	1357	1600	16000	0.418	16.239	13	17	-107	12	30	
1354282603	132.95	4292.27	1357	1600	16000	0.393	12.013	13	17	-107	12	30	
1354282651	151.23	6956.16	1357	1600	16000	0.449	17.578	13	17	-107	12	30	
1354282696	166.92	6896.62	1357	1600	16000	0.462	17.025	13	17	-107	11	30	
1354282739	119.42	6769.08	1357	1600	16000	0.348	17.364	13	18	-107	14	30	
1354282784	212.86	6664.83	1357	1600	16000	0.610	17.468	13	18	-107	14	30	
1354282834	232.67	6622.31	1357	1600	16000	0.692	18.659	13	17	-107	11	28	
1354282882	185.76	5746.44	1357	1600	16000	0.509	16.375	13	17	-107	11	30	
1354282930	212.44	6903.06	1357	1600	16000	0.586	18.594	13	17	-107	11	30	
1354282979	215.40	6823.32	1357	1600	16000	0.581	18.274	13	18	-107	13	30	
1354283027	216.25	7106.56	1357	1600	16000	0.647	18.448	13	18	-107	12	26	
1354283078	173.79	7171.52	1357	1600	16000	0.500	19.011	13	17	-107	11	34	
1354283124	232.00	6898.66	1357	1600	16000	0.591	19.343	13	17	-107	11	34	
1354283171	190.46	6375.03	1357	1600	16000	0.518	17.887	13	18	-107	13	30	
1354283216	207.18	7839.00	1357	1600	16000	0.529	19.643	13	18	-107	13	30	
1354283264	174.27	7856.02	1357	1600	16000	0.462	19.031	13	18	-107	13	30	
1354283308	182.91	8223.86	1357	1600	16000	0.441	21.748	13	18	-107	13	30	
1354283356	196.20	7868.16	1357	1600	16000	0.572	20.697	13	18	-107	13	30	
1354283405	206.94	8041.97	1357	1600	16000	0.590	21.002	13	17	-107	11	34	
1354283451	181.65	7192.04	1357	1600	16000	0.511	19.050	13	17	-107	11	30	
1354283501	264.90	7472.98	1357	1600	16000	0.739	19.355	13	17	-107	11	30	
1354283547	229.02	7283.90	1357	1600	16000	0.578	18.567	13	17	-107	11	30	
1354283595	187.38	7770.19	1357	1600	16000	0.515	20.241	13	17	-107	11	30	
1354283641	180.93	7987.10	1357	1600	16000	0.399	19.695	13	17	-107	11	32	
1354283688	130.82	6327.05	1357	1600	16000	0.361	14.860	13	17	-107	11	30	
1354283737	180.76	8039.90	1357	1600	16000	0.527	19.866	13	17	-107	11	30	
1354283785	135.76	8003.99	1357	1600	16000	0.399	20.112	13	17	-107	11	30	
1354283885	198.04	7592.00	1357	1600	16000	0.512	17.550	13	19	-107	13	30	
1354283932	169.41	7920.10	1357	1600	16000	0.458	20.206	13	19	-107	13	30	
1354283978	142.80	7714.01	1357	1600	16000	0.456	18.088	13	18	-107	13	28	
1354284024	186.72	6929.00	1357	1600	16000	0.516	18.207	13	18	-107	13	32	
1354284075	275.43	7877.61	1357	1600	16000	1.052	21.037	13	18	-107	13	32	
1354284124	150.07	7011.26	1357	1600	16000	0.512	16.437	13	17	-107	11	30	
1354284175	137.62	7150.00	1357	1600	16000	0.462	17.858	13	17	-107	11	30	
1354284220	137.55	5546.67	1357	1600	16000	0.386	14.471	13	18	-107	12	28	
1354284268	135.38	4901.75	1357	1600	16000	0.392	12.118	13	17	-107	11	30	
1354284319	98.58	6442.71	1357	1600	16000	0.408	17.436	13	17	-107	11	30	
1354284365	208.12	7136.86	1357	1600	16000	0.580	18.240	13	17	-107	11	34	
1354284414	186.10	8062.92	1357	1600	16000	0.507	20.632	13	17	-107	11	34	
1354284461	199.68	7059.00	1357	1600	16000	0.518	19.519	13	17	-107	11	30	
1354284508	194.05	7410.00	1357	1600	16000	0.524	19.093	13	17	-107	11	30	
1354284552	244.79	7458.06	1357	1600	16000	0.582	19.083	13	17	-107	11	30	
1354284605	264.53	7085.00	1357	1600	16000	0.858	18.304	13	17	-107	11	30	
1354284658	199.87	6838.00	1357	1600	16000	0.581	18.232	13	17	-107	11	30	
1354284708	162.35	7650.87	1357	1600	16000	0.453	18.235	13	17	-107	11	30	
1354284755	218.37	8083.66	1357	1600	16000	0.584	21.165	13	17	-107	11	30	
1354284803	147.27	7135.86	1357	1600	16000	0.388	20.099	13	17	-107	11	30	
1354284850	148.28	7494.14	1357	1600	16000	0.395	17.736	13	17	-107	11	30	
1354284949	118.94	7615.40	1357	1600	16000	0.346	20.355	13	18	-107	14	30	
1354284995	157.42	5013.38	1357	1600	16000	0.431	14.560	13	18	-107	11	34	
1354285044	125.99	8080.95	1357	1600	16000	0.397	19.822	13	18	-107	11	34	
1354285090	216.71	7908.07	1357	1600	16000	0.509	20.741	13	18	-107	11	34	
1354285136	224.83	8023.97	1357	1600	16000	0.584	20.635	13	17	-107	11	28	
1354285186	191.62	6760.00	1357	1600	16000	0.593	18.329	13	18	-107	11	28	
1354285233	181.43	6851.00	1357	1600	16000	0.503	17.072	13	17	-107	12	30	
1354285281	162.51	7735.00	1357	1600	16000	0.454	19.405	13	19	-107	13	32	
1354285331	186.24	6084.00	1357	1600	16000	0.575	17.771	13	17	-107	11	32	
1354285380	177.98	7722.20	1357	1600	16000	0.505	20.714	13	17	-107	11	30	
1354285423	166.86	2949.16	1357	1600	16000	0.457	7.270	13	18	-107	13	26	
1354285470	191.22	5135.00	1357	1600	16000	0.515	11.850	13	17	-107	11	30	
1354285514	270.32	6405.00	1357	1600	16000	0.516	17.788	13	17	-107	11	30	
1354285562	230.31	6366.95	1357	1600	16000	0.591	17.734	13	17	-107	11	32	
1354285608	149.30	6077.50	1357	1600	16000	0.397	16.090	13	17	-107	11	32	
1354285710	230.31	7072.00	1357	1600	16000	0.594	19.011	13	18	-107	14	30	
1354285754	234.38	7465.71	1357	1600	16000	0.575	17.129	13	18	-107	11	30	
1354285802	172.15	7938.04	1357	1600	16000	0.515	20.573	13	18	-107	11	30	
1354285848	193.40	7496.31	1357	1600	16000	0.506	20.384	13	18	-107	12	28	
1354285896	225.50	7340.41	1357	1600	16000	0.591	20.141	13	19	-107	13	30	
1354285939	184.00	8093.94	1357	1600	16000	0.506	20.895	13	19	-107	13	30	
1354285985	143.52	7696.00	1357	1600	16000	0.424	18.956	13	18	-107	14	32	
1354286029	247.46	7309.86	1357	1600	16000	0.529	17.069	13	19	-107	13	30	
1354286079	281.74	7930.00	1357	1600	16000	0.849	19.707	13	18	-107	11	30	
1354286178	224.39	6998.25	1357	1600	16000	0.595	18.582	13	18	-107	11	26	
1354286224	138.16	7241.00	1357	1600	16000	0.355	18.852	13	17	-107	11	30	
1354286320	245.76	6877.00	1357	1600	16000	0.600	19.266	13	18	-107	14	30	
1354286372	166.69	7047.87	1357	1600	16000	0.510	19.621	13	18	-107	12	28	
1354286419	151.38	7202.00	1357	1600	16000	0.450	18.964	13	17	-107	11	32	
1354286467	205.85	6937.66	1357	1600	16000	0.580	17.193	13	17	-107	11	30	
1354286513	155.38	6552.00	1357	1600	16000	0.318	17.811	13	17	-107	11	30	
1354286557	142.78	6786.28	1357	1600	16000	0.325	16.970	13	18	-107	11	24	
1354286609	141.62	7556.55	1357	1600	16000	0.292	19.611	13	18	-107	12	24	
1354286658	125.59	6297.13	1357	1600	16000	0.340	16.705	13	17	-107	12	28	
1354286706	163.75	7097.69	1357	1600	16000	0.457	17.647	13	17	-107	11	32	
1354286755	126.80	6155.50	1357	1600	16000	0.314	15.537	13	17	-107	12	28	
1354286800	159.34	3162.12	1357	1600	16000	0.380	10.169	13	18	-107	12	28	
1354286846	157.05	6487.36	1357	1600	16000	0.368	18.021	13	18	-107	14	28	
1354286893	159.33	3516.41	1357	1600	16000	0.399	11.309	13	18	-107	11	28	
1354286943	134.42	4522.87	1357	1600	16000	0.452	13.181	13	19	-107	12	24	
1354286991	107.80	5512.00	1357	1600	16000	0.312	15.341	13	19	-107	14	26	
1354287839	74.80	3004.80	1357	1600	16000	0.243	11.733	13	17	-107	13	30	
1354287893	79.75	4212.00	1357	1600	16000	0.361	11.282	13	17	-107	11	32	
1354287950	93.05	3637.73	1357	1600	16000	0.281	12.237	13	17	-107	10	30	
1354288258	106.86	4203.98	1357	1600	16000	0.340	10.067	13	17	-107	11	28	
1354288311	84.80	4438.80	1357	1600	16000	0.290	11.751	13	18	-107	12	32	
1354288364	113.73	4120.11	1357	1600	16000	0.340	11.341	13	18	-107	13	32	
1354288485	82.95	2834.60	1357	1600	16000	0.296	7.843	13	19	-107	13	30	
1354288547	83.03	3079.00	1357	1600	16000	0.292	10.672	13	17	-107	12	30	
1354288600	75.54	4438.34	1357	1600	16000	0.208	10.826	13	17	-107	11	32	
1354288653	74.94	6382.51	1357	1600	16000	0.242	14.394	13	17	-107	11	32	
1354288815	118.12	4969.68	1357	1600	16000	0.344	14.052	13	18	-107	11	28	
1354288861	94.12	2986.24	1357	1600	16000	0.290	9.445	13	18	-107	13	32	
1354288908	212.68	3761.48	1357	1600	16000	0.502	11.691	13	17	-107	11	32	
1354288955	199.10	6705.94	1357	1600	16000	0.510	17.454	13	17	-107	11	32	
1354289005	227.07	4631.76	1357	1600	16000	0.588	14.900	13	17	-107	11	32	
1354289055	216.25	6916.00	1357	1600	16000	0.643	16.819	13	18	-107	13	30	
1354289101	228.69	6570.47	1357	1600	16000	0.585	16.380	13	17	-107	11	28	
1354289151	173.52	2834.00	1357	1600	16000	0.450	11.091	13	18	-107	13	30	
1354289199	146.56	5439.66	1357	1600	16000	0.444	14.662	13	17	-107	11	32	
1354289243	180.60	4099.04	1357	1600	16000	0.397	10.575	13	17	-107	11	32	
1354289347	169.04	5625.16	1357	1600	16000	0.509	15.011	13	17	-106	11	30	
1354289393	192.80	5789.86	1357	1600	16000	0.515	15.584	13	17	-106	11	30	
1354289515	216.04	5378.64	1357	1600	16000	0.576	13.047	13	17	-106	11	32	
1354289564	175.26	4300.31	1357	1600	16000	0.427	14.062	13	17	-106	11	32	
1354289612	137.76	7067.03	1357	1600	16000	0.349	18.316	13	17	-106	11	32	
1354289712	177.38	6253.00	1357	1600	16000	0.515	15.063	13	19	-106	13	30	
1354289763	111.30	3485.00	1357	1600	16000	0.242	12.951	13	19	-106	12	34	
1354289814	113.18	3569.48	1357	1600	16000	0.340	13.171	13	18	-106	13	34	
1354289862	168.08	7011.24	1357	1600	16000	0.498	17.798	13	18	-106	13	34	
1354289912	155.90	3957.31	1357	1600	16000	0.450	14.962	13	18	-106	13	34	
1354289958	149.22	7514.00	1357	1600	16000	0.388	18.681	13	18	-106	13	34	
1354290006	164.93	7527.26	1357	1600	16000	0.492	17.942	13	17	-106	11	30	
1354290054	169.79	6604.62	1357	1600	16000	0.518	17.188	13	17	-106	10	34	
1354290102	148.44	7483.20	1357	1600	16000	0.396	17.020	13	17	-106	10	34	
1354290153	163.56	5785.06	1357	1600	16000	0.518	15.267	13	17	-106	10	34	
1354290255	156.62	6048.20	1357	1600	16000	0.395	16.306	13	18	-106	13	40	
1354290357	97.46	4622.22	1357	1600	16000	0.241	11.770	13	17	-107	11	30	
1354290466	140.88	4127.70	1357	1600	16000	0.393	11.252	13	17	-106	12	32	
1354290521	147.56	5584.59	1357	1600	16000	0.509	15.098	13	17	-106	11	32	
1354290620	172.16	7704.66	1357	1600	16000	0.444	19.789	13	18	-106	14	36	
1354290724	116.05	3727.69	1357	1600	16000	0.364	11.158	13	17	-106	12	30	
1354290772	75.10	2126.68	1357	1600	16000	0.194	6.608	13	17	-106	12	32	
1354290824	104.69	5972.41	1357	1600	16000	0.263	15.105	13	19	-107	13	30	
1354290886	121.98	3939.00	1357	1600	16000	0.245	12.043	13	19	-107	13	30	
1354290938	137.60	6317.39	1357	1600	16000	0.450	14.540	13	19	-107	13	30	
1354290988	145.02	7800.00	1357	1600	16000	0.452	17.461	13	19	-107	13	30	
1354291035	146.00	7416.04	1357	1600	16000	0.390	17.592	13	19	-106	13	30	
1354291087	97.42	4471.03	1357	1600	16000	0.338	13.526	13	17	-107	11	26	
1354291142	125.99	3139.10	1357	1600	16000	0.343	13.695	13	17	-107	12	30	
1354291190	101.84	5872.94	1357	1600	16000	0.291	15.140	13	17	-107	12	30	
1354291247	56.64	4907.87	1357	1600	16000	0.194	13.541	13	17	-107	12	30	
1354292249	85.50	2348.60	1357	1600	16000	0.290	8.259	13	17	-106	12	30	
1354292353	92.66	6695.00	1357	1600	16000	0.291	15.242	13	17	-106	12	30	
1354292409	103.29	3548.69	1357	1600	16000	0.338	10.218	13	17	-106	10	32	
1354292462	94.74	3258.93	1357	1600	16000	0.291	9.717	13	17	-106	10	32	
1354292515	95.48	5562.19	1357	1600	16000	0.290	12.971	13	17	-106	10	32	
1354292561	97.22	5203.43	1357	1600	16000	0.292	14.190	13	17	-106	10	32	
1354292611	112.40	6206.24	1357	1600	16000	0.344	16.035	13	17	-106	10	32	
1354292652	1199.02	5342.64	1357	1600	16000	2.467	14.104	13	20	-103	14	26	
1354292708	83.43	3194.01	1357	1600	16000	0.291	9.564	13	17	-107	12	30	
1354292765	58.90	4721.05	1357	1600	16000	0.269	11.976	13	17	-107	11	32	
1354292828	73.82	2587.19	1357	1600	16000	0.290	6.997	13	17	-107	11	28	
1354292888	163.93	2895.38	1357	1600	16000	0.399	9.068	13	18	-106	11	28	
1354292943	93.32	5560.74	1357	1600	16000	0.316	13.935	13	17	-107	12	28	
1354294723	79.10	4473.82	1357	1600	16000	0.290	11.297	13	17	-108	12	0	
1354294762	3427.36	10529.51	1357	1600	16000	6.802	23.905	13	19	-103	11	14	
1354294819	53.22	7808.12	1357	1600	16000	0.243	22.239	13	17	-106	11	30	
1354294870	108.24	3363.14	1357	1600	16000	0.343	10.888	13	18	-107	14	26	
1354294981	17.59	4329.00	1357	1600	16000	0.145	11.468	13	18	-107	11	34	
1354295209	116.92	5315.52	1357	1600	16000	0.339	13.201	13	19	-107	13	28	
1354295263	82.66	4366.66	1357	1600	16000	0.318	12.108	13	17	-108	11	30	
1354295311	120.29	5020.48	1357	1600	16000	0.339	12.923	13	18	-108	13	28	
1354295362	140.15	5131.79	1357	1600	16000	0.470	12.323	13	17	-108	12	28	
1354295410	107.81	6917.62	1357	1600	16000	0.338	14.905	13	17	-107	11	30	
1354295459	148.71	6851.00	1357	1600	16000	0.505	16.301	13	17	-107	11	30	
