Time	Uplink_Cap(Mbps)	Down_Cap(Mbps)	Gap_Size(ms)	Pkt_Size(B)	Train_Len
1351886170460	1.7318	2.4919	0.5	500	50
1351886171105	1.8013	2.0809	0.5	500	50
1351886171603	1.8038	2.6292	0.5	500	50
1351886172148	1.6201	2.6298	0.5	500	50
1351886172647	1.7075	2.8507	0.5	500	50
1351886173353	1.6842	2.6225	0.5	500	50
1351886173862	1.8157	2.9335	0.5	500	50
1351886174363	1.7963	2.6274	0.5	500	50
1351886174912	1.6561	2.2701	0.5	500	50
1351886175494	1.8147	2.0803	0.5	500	50
1351886176049	1.5574	2.6294	0.5	500	50
1351886176590	1.6960	2.6290	0.5	500	50
1351886177178	1.6816	2.1740	0.5	500	50
1351886177738	1.6864	2.6252	0.5	500	50
1351886178251	1.5700	2.6294	0.5	500	50
1351886178745	1.7778	2.9382	0.5	500	50
1351886179244	1.8248	2.8517	0.5	500	50
1351886179754	1.8320	2.6268	0.5	500	50
1351886180335	1.7856	2.8497	0.5	500	50
1351886180885	1.6873	2.6239	0.5	500	50
1351886181411	1.7963	2.5000	0.5	500	50
1351886181940	1.9984	2.6229	0.5	500	50
1351886182533	1.6855	2.3780	0.5	500	50
1351886183063	1.6574	2.6285	0.5	500	50
1351886183584	1.7668	2.6265	0.5	500	50
1351886184109	1.6400	2.6239	0.5	500	50
1351886184662	1.6654	2.6283	0.5	500	50
1351886185210	1.6118	2.8581	0.5	500	50
1351886185748	1.9637	2.9339	0.5	500	50
1351886186290	1.5784	2.6274	0.5	500	50
1351886186839	1.9491	2.6270	0.5	500	50
1351886187418	1.7687	2.3737	0.5	500	50
1351886187965	1.7793	2.6246	0.5	500	50
1351886188488	1.7851	2.3739	0.5	500	50
1351886189023	1.6743	2.4547	0.7	500	50
1351886189552	1.5220	2.4564	0.7	500	50
1351886190103	1.7466	2.7134	0.7	500	50
1351886190659	1.6478	2.2342	0.7	500	50
1351886191183	1.7327	2.6487	0.7	500	50
1351886191701	1.7630	2.4535	0.7	500	50
1351886192266	1.7061	2.4570	0.7	500	50
1351886192808	1.7778	1.9673	0.7	500	50
1351886193415	1.7424	2.1389	0.7	500	50
1351886194054	1.4997	1.9709	0.7	500	50
1351886194682	1.8511	1.9712	0.7	500	50
1351886195234	1.7649	2.4520	0.7	500	50
1351886195815	1.5645	2.1369	0.7	500	50
1351886196398	1.5508	2.4502	0.7	500	50
1351886196977	1.7314	1.9681	0.7	500	50
1351886197624	1.4898	2.1376	0.7	500	50
1351886198260	1.6285	2.1394	0.7	500	50
1351886198914	1.6106	1.9326	0.7	500	50
1351886199558	1.4131	2.1397	0.7	500	50
1351886200249	1.4771	2.2344	0.7	500	50
1351886200833	1.7088	2.2322	0.7	500	50
1351886201575	1.6582	1.9691	0.7	500	50
1351886202129	1.7696	1.9712	0.7	500	50
1351886202685	1.7836	2.2376	0.7	500	50
1351886203234	1.7503	2.4559	0.7	500	50
1351886203851	1.8766	1.6331	0.7	500	50
1351886204342	1.6278	2.9627	0.7	500	50
1351886204874	1.6229	2.4534	0.7	500	50
1351886205444	1.5291	1.9707	0.7	500	50
1351886206070	1.5589	2.2377	0.7	500	50
1351886206662	1.7536	2.1411	0.7	500	50
1351886207236	1.4671	2.4523	0.7	500	50
1351886207807	1.6282	2.4532	0.7	500	50
1351886208370	1.6489	1.9705	0.7	500	50
1351886208939	1.4706	2.4555	0.7	500	50
1351886209595	1.4063	1.9699	0.7	500	50
1351886210298	1.6662	1.9699	0.7	500	50
1351886211233	1.7457	1.9710	0.7	500	50
1351886211829	1.5156	2.1345	0.7	500	50
1351886212384	1.7846	2.0932	0.7	500	50
1351886213008	1.6478	2.7208	0.7	500	50
1351886213619	1.5427	1.9694	0.7	500	50
1351886214290	1.0078	2.2849	0.7	500	50
1351886214884	1.6233	2.0930	0.7	500	50
1351886215481	1.6437	2.7206	0.7	500	50
1351886216080	1.5581	2.4494	0.7	500	50
1351886216694	1.2729	2.4631	0.7	500	50
1351886217226	1.6437	2.7180	0.7	500	50
1351886217753	1.6429	2.4522	0.7	500	50
1351886218323	1.4583	2.4481	0.7	500	50
1351886218900	1.6404	2.2836	0.7	500	50
1351886219421	1.7602	2.6481	0.7	500	50
1351886219961	1.6266	2.4522	0.7	500	50
1351886220538	1.6795	2.4835	0.7	500	50
1351886221255	0.8430	2.4536	0.7	500	50
1351886221873	1.6578	1.9686	0.7	500	50
1351886222441	1.5788	2.4539	0.7	500	50
1351886222991	1.6743	2.4495	0.7	500	50
1351886223532	1.7512	2.4592	0.7	500	50
1351886224108	1.6130	2.4527	0.7	500	50
1351886224888	1.5373	0.7259	0.7	500	50
1351886225443	1.7273	2.2877	0.7	500	50
1351886226042	1.7364	1.9657	0.7	500	50
1351886226668	1.7489	2.1393	0.7	500	50
1351886227349	1.6629	1.9689	0.7	500	50
1351886227956	1.5128	2.2336	0.7	500	50
1351886228532	1.7250	2.4517	0.7	500	50
1351886229088	1.7541	2.4523	0.7	500	50
1351886229610	1.8637	2.4506	0.7	500	50
1351886230241	1.6629	2.4560	0.7	500	50
1351886230767	1.6973	2.4826	0.7	500	50
1351886231320	1.7424	2.2329	0.7	500	50
1351886231956	1.8168	2.1395	0.7	500	50
1351886232603	1.5633	2.4549	0.7	500	50
1351886233143	1.6881	2.4535	0.7	500	50
1351886233680	1.7484	2.4528	0.7	500	50
1351886234200	1.6553	2.9601	0.7	500	50
1351886234780	1.7480	2.4529	0.7	500	50
1351886235346	1.6528	2.4512	0.7	500	50
1351886235867	1.7582	2.4596	0.7	500	50
1351886236422	1.5413	2.9628	0.7	500	50
1351886236992	1.6466	2.2770	0.7	500	50
1351886237543	1.5637	2.9591	0.7	500	50
1351886238062	1.7682	2.6458	0.7	500	50
1351886238564	1.7527	2.4515	0.7	500	50
1351886239157	1.6466	2.4515	0.7	500	50
1351886239690	1.6367	2.4548	0.7	500	50
1351886240232	1.6570	2.4548	0.7	500	50
1351886240828	1.6629	2.4551	0.7	500	50
1351886241388	1.6658	2.4521	0.7	500	50
1351886241923	1.6412	2.4521	0.7	500	50
1351886242422	1.7494	2.6456	0.7	500	50
1351886242943	1.8304	2.2856	0.7	500	50
1351886243490	1.6229	2.4515	0.7	500	50
1351886244057	1.7654	2.4532	0.7	500	50
1351886244629	1.6523	2.4496	0.7	500	50
1351886245228	1.7677	2.6854	0.7	500	50
1351886245769	1.7459	2.4549	0.7	500	50
1351886246330	1.6532	2.4256	0.7	500	50
1351886246887	1.5457	2.9605	0.7	500	50
1351886247499	1.7337	2.4544	0.7	500	50
1351886248050	1.8616	2.4537	0.7	500	50
1351886248631	1.5708	2.4513	0.7	500	50
1351886249149	1.7527	2.4531	0.7	500	50
1351886249724	1.6130	2.4545	0.7	500	50
1351886250330	1.7336	2.4549	0.7	500	50
1351886250908	1.5903	2.4695	0.7	500	50
1351886251469	1.6486	2.6489	0.7	500	50
1351886252014	1.6595	2.4544	0.7	500	50
1351886252596	1.7373	2.6516	0.7	500	50
1351886253129	1.6367	2.4520	0.7	500	50
1351886253665	1.7880	2.4520	0.7	500	50
1351886254240	1.7550	2.6457	0.7	500	50
1351886254771	1.7793	2.6497	0.7	500	50
1351886255333	1.7151	2.4224	0.7	500	50
1351886255911	1.6977	2.4565	0.7	500	50
1351886256426	1.7498	2.4528	0.7	500	50
1351886256969	1.6692	2.4541	0.7	500	50
1351886257532	1.7503	2.6477	0.7	500	50
1351886258092	1.8955	2.4257	0.7	500	50
1351886258611	1.6765	2.4559	0.7	500	50
1351886259164	1.7470	2.7288	0.7	500	50
1351886259641	1.8480	2.4525	0.7	500	50
1351886260170	1.7470	2.4513	0.7	500	50
1351886260724	1.8621	2.4528	0.7	500	50
1351886261231	1.7687	2.4531	0.7	500	50
1351886261729	1.8691	2.6491	0.7	500	50
1351886262311	1.7559	2.4498	0.7	500	50
1351886262810	1.7470	2.4579	0.7	500	50
1351886263331	1.7517	2.4535	0.7	500	50
1351886263891	1.6863	2.4509	0.7	500	50
1351886264412	1.7536	2.4543	0.7	500	50
1351886264950	1.5753	2.4496	0.7	500	50
1351886265469	1.7602	2.6521	0.7	500	50
1351886266066	1.7721	2.4518	0.7	500	50
1351886266584	1.7286	2.4543	0.7	500	50
1351886267109	1.8874	2.4548	0.7	500	50
1351886267659	1.7583	2.4552	0.7	500	50
1351886268230	1.4973	2.4544	0.7	500	50
1351886268721	1.7480	2.4521	0.7	500	50
1351886269251	1.6478	2.4534	0.7	500	50
1351886269826	1.7304	2.4516	0.7	500	50
1351886270329	1.8971	2.4885	0.7	500	50
1351886270851	1.7364	2.4567	0.7	500	50
1351886271491	1.7672	2.2330	0.7	500	50
1351886271989	1.7536	2.6477	0.7	500	50
1351886272479	1.7583	2.6129	0.7	500	50
1351886273030	1.9016	2.4542	0.7	500	50
1351886273528	1.7569	2.4488	0.7	500	50
1351886274048	1.8198	2.4544	0.7	500	50
1351886274616	1.7438	2.4542	0.7	500	50
1351886275129	1.7711	2.4501	0.7	500	50
1351886275669	1.7465	2.2344	0.7	500	50
1351886276240	1.8685	2.4568	0.7	500	50
1351886276770	1.8680	2.4790	0.7	500	50
1351886277280	1.7654	2.4500	0.7	500	50
1351886277823	1.7672	2.4517	0.7	500	50
1351886278335	1.7914	2.4556	0.7	500	50
1351886278888	1.6705	2.4497	0.7	500	50
1351886279510	1.6545	2.4540	0.7	500	50
1351886280173	1.6973	2.2332	0.7	500	50
1351886280728	1.6205	2.4519	0.7	500	50
1351886281356	1.6561	2.2329	0.7	500	50
1351886281952	1.6960	2.2314	0.7	500	50
1351886282527	1.6541	2.4542	0.7	500	50
1351886283130	1.6705	2.4515	0.7	500	50
1351886283690	1.6205	2.4531	0.7	500	50
1351886284284	1.6318	2.7196	0.7	500	50
1351886284843	1.8955	2.7207	0.7	500	50
1351886285364	1.7968	2.7219	0.7	500	50
1351886285908	1.7466	2.3957	0.7	500	50
1351886286531	1.6035	2.4623	0.7	500	50
1351886287092	1.7836	2.4512	0.7	500	50
1351886287729	1.3514	2.7172	0.7	500	50
1351886288337	1.7954	2.7210	0.7	500	50
1351886288947	1.9099	2.7197	0.7	500	50
1351886289641	1.5780	2.9685	0.7	500	50
1351886290183	1.7484	2.2354	0.7	500	50
1351886290682	1.7286	2.4537	0.7	500	50
1351886291188	1.8691	2.9572	0.7	500	50
1351886291727	1.7475	2.7142	0.7	500	50
1351886292220	1.7068	2.4507	0.7	500	50
1351886292721	1.7711	2.6480	0.7	500	50
1351886293264	1.7429	2.4499	0.7	500	50
1351886293788	1.7489	2.4537	0.7	500	50
1351886294361	1.6624	2.4532	0.7	500	50
1351886295087	1.5359	2.1384	0.7	500	50
1351886295663	1.5948	2.6473	0.7	500	50
1351886296254	1.5705	2.4827	0.7	500	50
1351886296885	1.6201	2.4559	0.7	500	50
1351886297473	1.8485	2.2343	0.7	500	50
1351886298083	1.7341	2.4564	0.7	500	50
1351886298722	1.7359	2.1664	0.7	500	50
1351886299284	1.8879	2.4554	0.7	500	50
1351886299840	1.7429	2.4532	0.7	500	50
1351886300444	1.6205	2.7209	0.7	500	50
1351886300951	1.7540	2.6485	0.7	500	50
1351886301494	1.7419	2.4537	0.7	500	50
1351886302105	1.8928	2.6428	0.7	500	50
1351886302636	1.6258	2.4536	0.7	500	50
1351886303361	1.5559	2.4576	0.9	500	50
1351886304076	1.4235	2.2771	0.9	500	50
1351886304638	1.7415	2.2845	0.9	500	50
1351886305213	1.5417	2.2821	0.9	500	50
1351886305828	1.3321	2.2836	0.9	500	50
1351886306367	1.6149	2.2772	0.9	500	50
1351886306917	1.4861	2.2881	0.9	500	50
1351886307552	1.3103	2.2767	0.9	500	50
1351886308201	1.4925	2.4443	0.9	500	50
1351886308767	1.4420	2.2736	0.9	500	50
1351886309369	1.6624	2.2732	0.9	500	50
1351886309951	1.4801	2.2734	0.9	500	50
1351886310552	1.5457	1.8589	0.9	500	50
1351886311109	1.5840	2.2878	0.9	500	50
1351886311637	1.5976	2.2754	0.9	500	50
1351886312214	1.6379	2.0946	0.9	500	50
1351886312832	1.7110	2.2684	0.9	500	50
1351886313343	1.5581	2.2504	0.9	500	50
1351886313854	1.5980	2.2902	0.9	500	50
1351886314555	1.5199	2.0925	0.9	500	50
1351886315098	1.6193	2.1282	0.9	500	50
1351886315687	1.5398	2.2714	0.9	500	50
1351886316265	1.7304	2.2864	0.9	500	50
1351886316786	1.5497	2.4347	0.9	500	50
1351886317303	1.5018	2.2910	0.9	500	50
1351886317922	1.5337	2.5217	0.9	500	50
1351886318530	1.6011	1.9262	0.9	500	50
1351886319109	1.6557	2.4126	0.9	500	50
1351886319761	1.6249	2.5010	0.9	500	50
1351886320362	1.4226	2.2896	0.9	500	50
1351886320930	1.5373	2.2840	0.9	500	50
1351886321554	1.6205	2.5165	0.9	500	50
1351886322142	1.5362	2.3026	0.9	500	50
1351886322719	1.7545	2.2755	0.9	500	50
1351886323365	1.7429	1.9047	0.9	500	50
1351886323994	1.4922	2.2783	0.9	500	50
1351886324595	1.6437	2.0800	0.9	500	50
1351886325184	1.5227	2.2856	0.9	500	50
1351886325733	1.5045	2.2756	0.9	500	50
1351886326311	1.6478	1.9173	0.9	500	50
1351886326883	1.6408	2.2894	0.9	500	50
1351886327447	1.6524	2.2849	0.9	500	50
1351886328034	1.4512	2.2766	0.9	500	50
1351886328623	1.5004	2.2799	0.9	500	50
1351886329210	1.5626	2.0886	0.9	500	50
1351886329787	1.5398	2.2712	0.9	500	50
1351886330411	1.6286	2.2788	0.9	500	50
1351886330997	1.5080	2.2679	0.9	500	50
1351886331527	1.6347	2.7474	0.9	500	50
1351886332108	1.5891	2.2707	0.9	500	50
1351886332618	1.7204	2.7144	0.9	500	50
1351886333134	1.6396	2.0859	0.9	500	50
1351886333716	1.5305	2.5111	0.9	500	50
1351886334254	1.6461	2.4544	0.9	500	50
1351886334840	1.5174	2.1795	0.9	500	50
1351886335411	1.6503	2.2724	0.9	500	50
1351886335929	1.6388	2.2913	0.9	500	50
1351886336484	1.5316	2.2761	0.9	500	50
1351886337091	1.4989	2.0906	0.9	500	50
1351886337650	1.5435	1.9568	0.9	500	50
1351886338168	1.6367	2.2685	0.9	500	50
1351886338775	1.5548	2.5013	0.9	500	50
1351886339316	1.6363	2.2756	0.9	500	50
1351886339842	1.6520	2.2768	0.9	500	50
1351886340457	1.3830	2.4811	0.9	500	50
1351886341080	1.4303	2.4408	0.9	500	50
1351886341637	1.5355	2.1409	0.9	500	50
1351886342305	1.2015	2.2705	0.9	500	50
1351886342873	1.6326	2.4196	0.9	500	50
1351886343384	1.6528	2.3249	0.9	500	50
1351886344002	1.5626	1.8568	0.9	500	50
1351886344522	1.5522	2.2749	0.9	500	50
1351886345050	1.6298	2.2929	0.9	500	50
1351886345675	1.5087	2.2901	0.9	500	50
1351886346180	1.5945	2.4525	0.9	500	50
1351886346697	1.6394	2.3672	0.9	500	50
1351886347244	1.6449	2.2955	0.9	500	50
1351886347766	1.6396	2.2736	0.9	500	50
1351886348262	1.6574	2.4286	0.9	500	50
1351886348816	1.6383	2.4161	0.9	500	50
1351886349320	1.7730	2.2838	0.9	500	50
1351886349821	1.6520	2.2866	0.9	500	50
1351886350424	1.6549	2.2905	0.9	500	50
1351886350943	1.6258	2.2719	0.9	500	50
1351886351467	1.5384	2.2776	0.9	500	50
1351886352062	1.4814	2.2778	0.9	500	50
1351886352592	1.6507	2.2990	0.9	500	50
1351886353134	1.7052	2.2692	0.9	500	50
1351886353713	1.6561	2.4426	0.9	500	50
1351886354224	1.6924	2.0889	0.9	500	50
1351886354765	1.6278	2.2842	0.9	500	50
1351886355320	1.6608	2.4441	0.9	500	50
1351886355886	1.6594	2.1460	0.9	500	50
1351886356423	1.5559	2.1269	0.9	500	50
1351886357057	1.4632	2.2740	0.9	500	50
1351886357700	1.6400	1.6135	0.9	500	50
1351886358284	1.3941	2.3399	0.9	500	50
1351886358858	1.6335	2.2827	0.9	500	50
1351886359408	1.5420	2.2704	0.9	500	50
1351886360006	1.4834	2.2784	0.9	500	50
1351886360617	1.5352	2.2734	0.9	500	50
1351886361150	1.7227	2.2751	0.9	500	50
1351886361773	1.5720	1.8671	0.9	500	50
1351886362423	1.5007	2.2732	0.9	500	50
1351886362974	1.7155	2.2783	0.9	500	50
1351886363546	1.7583	1.8530	0.9	500	50
1351886364162	1.5424	2.2772	0.9	500	50
1351886364705	1.5474	2.1537	0.9	500	50
1351886365235	1.5449	2.3015	0.9	500	50
1351886365821	1.5481	2.5352	0.9	500	50
1351886366374	1.5391	2.2918	0.9	500	50
1351886366973	1.6566	2.0777	0.9	500	50
1351886367574	1.6557	2.4629	0.9	500	50
1351886368190	1.4155	1.9135	0.9	500	50
1351886368779	1.5996	2.2458	0.9	500	50
1351886369370	1.6769	2.4983	0.9	500	50
1351886369966	1.6298	1.9256	0.9	500	50
1351886370490	1.6278	2.2749	0.9	500	50
1351886371077	1.6066	2.2812	0.9	500	50
1351886371625	1.6416	2.4405	0.9	500	50
1351886372207	1.3663	2.4509	0.9	500	50
1351886372828	1.6333	2.0096	0.9	500	50
1351886373395	1.5266	2.5070	0.9	500	50
1351886374011	1.6004	2.0798	0.9	500	50
1351886374620	1.4109	1.9242	0.9	500	50
1351886375132	1.6355	2.4454	0.9	500	50
1351886375695	1.5567	2.4297	0.9	500	50
1351886376235	1.6383	2.1326	0.9	500	50
1351886376871	1.6404	2.2882	0.9	500	50
1351886377480	1.4407	1.9374	0.9	500	50
1351886378033	1.7137	2.2829	0.9	500	50
1351886378709	1.4761	1.9344	0.9	500	50
1351886379255	1.5471	2.2786	0.9	500	50
1351886379934	1.5435	1.7219	0.9	500	50
1351886380553	1.6082	2.0201	0.9	500	50
1351886381147	1.4567	2.4178	0.9	500	50
1351886381711	1.7503	2.2804	0.9	500	50
1351886382288	1.5949	2.0876	0.9	500	50
1351886382859	1.5467	2.2733	0.9	500	50
1351886383453	1.5377	2.5136	0.9	500	50
1351886384009	1.5619	2.3001	0.9	500	50
1351886384589	1.7640	2.4314	0.9	500	50
1351886385138	1.5417	2.4656	0.9	500	50
1351886385759	1.4744	1.8931	0.9	500	50
1351886386285	1.6420	2.3089	0.9	500	50
1351886386977	1.5291	1.8568	0.9	500	50
1351886387546	1.7137	2.2993	0.9	500	50
1351886388197	1.6773	2.2815	0.9	500	50
1351886388759	1.6245	1.8954	0.9	500	50
1351886389393	1.5337	2.2786	0.9	500	50
1351886389926	1.6221	2.4501	0.9	500	50
1351886390489	1.6086	2.2826	0.9	500	50
1351886391013	1.6153	2.2833	0.9	500	50
1351886391577	1.5846	2.4405	0.9	500	50
1351886392135	1.7232	2.3000	0.9	500	50
1351886392755	1.5262	2.2672	0.9	500	50
1351886393334	1.5581	2.2821	0.9	500	50
1351886393874	1.6282	2.5123	0.9	500	50
1351886394431	1.4759	2.2814	0.9	500	50
1351886394974	1.5810	2.2832	0.9	500	50
1351886395672	1.5456	2.2846	0.9	500	50
1351886396288	1.6620	2.2820	0.9	500	50
1351886396848	1.4929	2.4371	0.9	500	50
1351886397387	1.4194	2.2827	0.9	500	50
1351886397991	1.5607	2.3029	0.9	500	50
1351886398528	1.7494	2.0855	0.9	500	50
1351886399090	1.5029	2.2691	0.9	500	50
1351886399610	1.7682	2.4559	0.9	500	50
1351886400263	1.6561	2.2700	0.9	500	50
1351886400845	1.1241	2.2687	0.9	500	50
1351886401421	1.7429	2.2840	0.9	500	50
1351886401957	1.5829	2.2797	0.9	500	50
1351886402595	1.6458	2.2697	0.9	500	50
1351886403157	1.5114	2.2851	0.9	500	50
1351886403708	1.7988	2.4556	0.9	500	50
1351886404227	1.5735	2.0910	0.9	500	50
1351886404841	1.5519	2.2814	0.9	500	50
1351886405369	1.7494	2.2875	0.9	500	50
1351886405961	1.5066	2.4992	0.9	500	50
1351886406462	1.6566	2.4470	0.9	500	50
1351886406999	1.6237	2.7070	0.9	500	50
1351886407554	1.5769	2.2846	0.9	500	50
1351886408128	1.5366	2.2814	0.9	500	50
1351886408663	1.5442	2.2699	0.9	500	50
1351886409260	1.6566	1.8593	0.9	500	50
1351886409799	1.5530	2.1261	0.9	500	50
1351886410374	1.5577	2.2926	0.9	500	50
1351886410897	1.6536	2.4770	0.9	500	50
1351886411493	1.5678	2.1034	0.9	500	50
1351886412038	1.6114	2.4584	0.9	500	50
1351886412611	1.5245	2.2972	0.9	500	50
1351886413162	1.7195	2.2837	0.9	500	50
1351886413707	1.6614	2.3013	0.9	500	50
1351886414257	1.3402	2.7246	0.9	500	50
1351886414830	1.5844	2.4676	0.9	500	50
1351886415451	1.6582	2.3070	0.9	500	50
1351886416106	1.4764	2.2918	0.9	500	50
1351886416645	1.6646	2.2914	0.9	500	50
1351886417232	1.6225	2.2710	0.9	500	50
1351886417812	1.6094	2.1759	0.9	500	50
