Time	UpLink(kbps)	Downlink(kbps)	Payload(Bytes)	SampleTime(ms)	DurationTime(ms)	UploadData(MB)	DownloadData(MB)	Network_Type	LTE_SS	LTE_RSRP(W)	LTE_RSRQ	LTE_SNR(dB)
1354138141022	146.95	5703.44	1357	1600	16000	0.461	15.108	13	17	-107	11	28
1354138186097	130.82	4888.00	1357	1600	16000	0.327	12.299	13	18	-107	12	28
1354138236803	155.09	5047.54	1357	1600	16000	0.507	12.346	13	17	-107	11	30
1354138275793	159.49	3295.82	1357	1600	16000	0.392	7.905	13	18	-107	13	-2
1354138324072	172.12	5002.54	1357	1600	16000	0.445	14.684	13	17	-107	12	28
1354138369701	223.51	5865.05	1357	1600	16000	0.597	14.959	13	18	-107	14	28
1354138417455	136.62	6171.14	1357	1600	16000	0.388	15.346	13	18	-107	13	28
1354138464038	155.53	6738.36	1357	1600	16000	0.480	16.154	13	17	-107	12	28
1354138508844	325.55	6649.73	1357	1600	16000	0.786	17.193	13	18	-107	12	30
1354138558921	186.04	6872.70	1357	1600	16000	0.603	17.917	13	17	-107	11	30
1354138606856	318.50	6383.59	1357	1600	16000	0.831	16.253	13	17	-107	11	26
1354138658466	193.51	6755.78	1357	1600	16000	0.462	18.210	13	17	-107	11	30
1354138706465	300.66	6024.11	1357	1600	16000	0.830	15.485	13	17	-107	12	28
1354138750357	257.96	6134.82	1357	1600	16000	0.590	17.387	13	17	-107	12	30
1354138792572	292.48	5848.38	1357	1600	16000	0.593	17.032	13	18	-107	14	26
1354138834520	275.91	5401.25	1357	1600	16000	0.611	15.601	13	18	-107	14	28
1354138876902	229.65	5950.28	1357	1600	16000	0.516	16.675	13	17	-107	12	28
1354138917505	330.91	6799.00	1357	1600	16000	0.666	19.259	13	17	-107	11	30
1354138966083	257.50	6803.74	1357	1600	16000	0.842	19.147	13	17	-107	12	28
1354139015101	290.79	6349.58	1357	1600	16000	0.841	17.796	13	17	-107	12	28
1354139067618	0.00	7007.00	1357	1600	16000	0.575	18.188	13	17	-106	12	28
1354139117455	135.70	4061.12	1357	1600	16000	0.393	12.385	13	18	-107	14	22
1354139165023	171.81	5658.78	1357	1600	16000	0.534	15.673	13	17	-107	13	20
1354139214589	174.60	6199.24	1357	1600	16000	0.510	17.364	13	19	-107	14	26
1354139263428	163.42	5128.64	1357	1600	16000	0.494	15.056	13	19	-107	14	26
1354139309933	317.74	5229.20	1357	1600	16000	0.844	14.446	13	19	-107	14	26
1354139356499	144.61	5678.61	1357	1600	16000	0.401	15.624	13	18	-107	14	24
1354139405412	153.46	2916.61	1357	1600	16000	0.441	13.712	13	18	-107	14	24
1354139454046	229.06	6618.18	1357	1600	16000	0.683	17.622	13	18	-107	14	24
1354139504809	130.67	6171.14	1357	1600	16000	0.362	17.699	13	17	-107	12	28
1354139550977	316.19	4959.80	1357	1600	16000	0.767	13.732	13	18	-107	14	24
1354139598485	166.78	6396.51	1357	1600	16000	0.441	17.664	13	18	-107	11	28
1354139641954	191.52	5161.14	1357	1600	16000	0.475	13.732	13	18	-107	11	28
1354139687547	300.90	6573.94	1357	1600	16000	0.534	17.905	13	17	-107	11	28
1354139738153	158.78	6334.06	1357	1600	16000	0.503	18.093	13	18	-107	14	28
1354139782260	198.33	6448.00	1357	1600	16000	0.611	17.543	13	18	-107	14	28
1354139830631	132.14	5356.00	1357	1600	16000	0.203	13.099	13	18	-107	14	28
1354139877582	170.29	5148.13	1357	1600	16000	0.457	14.783	13	17	-107	12	28
1354139929820	156.22	6179.30	1357	1600	16000	0.514	17.595	13	17	-107	12	26
1354139982823	119.12	6383.20	1357	1600	16000	0.463	17.833	13	17	-107	12	28
1354140033111	221.54	6586.88	1357	1600	16000	0.760	16.893	13	18	-107	14	28
1354140083218	255.28	5096.00	1357	1600	16000	0.826	15.958	13	17	-107	11	28
1354140134556	133.27	6241.99	1357	1600	16000	0.450	17.079	13	18	-107	14	24
1354140182485	103.29	5792.52	1357	1600	16000	0.334	16.323	13	18	-107	14	20
1354140234909	0.00	5619.04	1357	1600	16000	0.343	14.855	13	17	-107	12	28
1354140287976	136.75	5352.65	1357	1600	16000	0.391	14.262	13	17	-107	11	30
1354140337325	182.36	6169.25	1357	1600	16000	0.576	16.640	13	18	-107	11	30
1354140384271	215.07	5883.61	1357	1600	16000	0.567	15.510	13	19	-107	13	30
1354140431800	218.79	5334.30	1357	1600	16000	0.591	16.452	13	17	-107	12	28
1354140476373	239.68	4988.88	1357	1600	16000	0.566	14.867	13	17	-107	12	16
1354140521358	119.68	4931.90	1357	1600	16000	0.250	14.818	13	18	-106	13	18
1354140571925	201.56	4778.03	1357	1600	16000	0.578	14.081	13	19	-106	13	26
1354140617532	241.95	5542.77	1357	1600	16000	0.597	15.986	13	18	-107	11	28
1354140663612	215.94	6420.84	1357	1600	16000	0.588	17.369	13	19	-107	12	30
1354140713250	83.75	5499.00	1357	1600	16000	0.239	15.495	13	18	-107	12	26
1354140765518	0.00	4356.40	1357	1600	16000	0.148	12.814	13	17	-106	11	32
1354140818160	164.53	2724.89	1357	1600	16000	0.413	9.968	13	18	-107	14	12
1354140865212	180.78	5512.00	1357	1600	16000	0.492	14.642	13	17	-107	13	0
1354140914423	159.02	3866.74	1357	1600	16000	0.418	13.784	13	19	-107	13	0
1354140964431	218.16	5525.00	1357	1600	16000	0.575	16.948	13	18	-107	14	18
1354141014426	148.04	5263.35	1357	1600	16000	0.453	14.317	13	18	-107	12	8
1354141065378	166.32	6167.23	1357	1600	16000	0.511	17.377	13	17	-107	11	30
1354141110202	166.40	5719.58	1357	1600	16000	0.347	16.811	13	18	-106	12	28
1354141152914	222.43	6529.03	1357	1600	16000	0.453	17.997	13	19	-107	14	28
1354141210465	135.44	4749.10	1357	1600	16000	0.399	14.731	13	18	-107	12	28
1354141234613	0.00	0.00	1357	1600	16000	0.000	2.051	13	19	-107	13	30
